french,wolof
C'est un seul type de moustique qui donne le paludisme.,Benn xeetu yoo rekk mooy joxe sibiru.
Toi le champion des arènes,Yow jambaar ji ub làmb yi
Qu'a-t-il a à se tenir droit debout dans la cour ainsi ?,Lu mu naan jodd ci diggu kër gi nii ?
Qui sont-ils ?,Ñan lañu ?
Les contes sont seulement une illustration de la condition humaine.,"Léeb, misaalu nekkinu nit ñi rekk la."
Êtes-vous au courant de cela ou non ?,Yég ngeen ko am ?
L'oiseau est perché sur la fenêtre.,Picc maa ngi tag ci palanteer bi.
Il a peur des margouillats.,Dafa ragal sindax.
Ceci est un ancien milieu avec une construction en ruine. Des ombres et les rayons du soleil en sortent. C'est ce qui s'y passe.,"Lii ab milieu la, milieu bu yàgg milieu boo xam ne sii tabax boo xam ne si nii daa yàqu tàkk-ndeer yi di ci génn céññéeri jant bi di ci génn. Moo ci nekk."
Il a l'habitude de se tenir les hanches.,Dafa tàmm jatu.
Une malle remplie de cancrelats.,Waxande wu fees ak i mbóot.
Il n'a pas peur de la mante religieuse.,Ragalul géléemu-maam-yàlla bi.
Je l'ai trouvé qui marchandait un veau.,Dama ko fekk muy waxaale ab daar.
"Et surtout l'abandon de l'Afrique à ses vieux démons, paludisme, dysenterie, famine.","Ak lii, di li gën a xëtt xolu Baay : ni ñuy seetaanee sibbiru si, biiru-taññ ak bekkoor di wéy di ŋacc meenu Afrig."
C'est lui qui avait l'habitude de travailler.,Moo daawoon di liggéey.
Ce sont ceux-là qui s'occupent des pèlerins.,"Ñii, ñooy toppatoo ujaaj yi."
Il y a une odeur de pomme du Cayor ici.,New dafay xeeñ fii.
Le voilà.,Mu ngoogale.
Qu'as-tu à enrager contre cette personne ainsi ?,Looy simb ci kow nit ki nii ?
Oui à l'intérieur !,Waaw ci bir !
La réputation de douceur des gens de la région de Banso pourrait difficilement être généralisée au reste de l'Ouest du Cameroun.,"Su dee mën na ñoo yëkkati kàddu yu rafet yooyu jëmale ko ci waa Bansoo it, ku jàpp ni noonu la sowub Kamerun yépp mel, juum nga."
Le milan a pris le poussin.,Céeli bi jél na cuuj bi.
Arrête de harceler cette femme.,Bàyyil ndaw si ngay lakkal.
Que lui avez-vous encore fait ? Il n'arrête pas de se mordre les lèvres.,Lu ngeen ko defati ? Mu ngiy màttatu rekk.
C'est la commémoration de notre indépendance.,Sunu Baaxentalub moom-sa-réew la.
Il lui a passé le bras par-dessus les épaules.,Mu ngi ko lëng.
"Sans doute était-elle occupée à d'autres choses, à lire ou à écrire, à l'intérieur de la maison pour échapper à la chaleur de l'après-midi.","Ñàkkul sax mu ne ci leneen bés boobu, di jàng mbaa muy bind, ngir daw tàngaayu ngoon gi."
Celui-là est un mauvais musulman.,Kooku ab faajir la.
"Et non la réponse – sans doute rassurante, peut-être un peu gênée – de ma mère : « Non, elle n'est pas malade, elle est vieille, c'est tout. » La vieillesse, sans doute plus choquante pour un enfant sur le corps d'une femme puisque encore, puisque toujours, en France, en Europe, pays des gaines et des jupons, des soutiens-gorge et des combinaisons, les femmes sont ordinairement exemptes de la maladie de l'âge. La brûlure sur mes joues que je ressens encore, qui accompagne la question naïve et la réponse brutale de ma mère, comme un soufflet. Cela est resté en moi sans réponse. La question n'était sans doute pas : Pourquoi cette femme est-elle devenue ainsi, usée et déformée par la vieillesse ?, mais : Pourquoi m'a-t-on menti ? Pourquoi m'a-t-on caché cette vérité ?","Sama tontub yaay moom, wax dëgg taxu koo am solo. Dafa ma ni : « Déedéet, dara jotu ko, daa màgget doŋŋ. » Xam na daa bëggoon a dalal sama xel waaye ñàkkul it mu am tuuti kersa ci li ma ko laaj. Nekk gone, janook jigéen ju màgget ba rasu, gënalul kenn. Tugal ga ma jóge woon, jigéen ñeek seeni “korsaas” ak seeni sippi njiitlaay mbaa ndóbinu, daan na ñu mucc ňaare ci yenn feebar yi. Ndax looloo waral laaj boobu taq ay ati-at ci sama làmmiñ wii, tàng jërr ? Ni sama tontu yaay bi ñagase it, dara la ci. Laaj bi du rekk : lu tax jigéen jii mel nii, soppeeku ba nirootul nit ? Laaj bi dëggëntaan mooy : lu tax kenn masumaa wax ni li mën naa am ? Luy ndeyu nëbb ma dëgg gu ni mel, man gone gu xamul dara ?"
"Pourtant, il a bon pied, bon oeil pour ses cent ans.",Ndaxam mu ngi ne cocc ak téeméeri atam.
Le melon est une plante rampante.,Xaal dafay law.
La balle est coincée dans les branches.,Bal bi dafa caŋ ci banqaas yi.
Il faut le cuire longtemps.,Danga koy jaw.
"Aujourd'hui, Ami a préparé du'domodaa'.","Tey, domodaa la Ami togg."
"Tu te mêles de ce qui ne te regarde pas, qui t'a dit de prêter ma calebasse ?","Danga waane, ku la ableloo sama leket ?"
"Les royaumes sont au cœur d'une zone d'influence, sous l'inspiration de l'islam venu des empires du Nord, de Kano, des émirats de Bornu et d'Agadez, de l'Adamawa, apporté par les colporteurs foulanis et les guerriers haoussas.","Réewi diiwaan boobu, xëccoo nguur ak jaayante doole yàgg nañ fa. Diine lislaam teel na faa agsi, jóge Kano, ca bëj-gànnaar. Kilifay diine yu mag ya ca Agadees, Bornook Aadamawaa itam bokk nañ ci ñi tuubloo ceddo yooyu. Lépp nag ñu nga ko jaarale ci làrme bu Awsa yi ak ci Pël yi daan wër di jaay ak a jënd."
"Tous ces habits que tu as entassés, tu sais que tu ne peux pas les laver proprement.","Yére yi nga juug yépp, xam nga ne manuloo ko fóot mu set."
Allez me mettre les arachides en bottes.,Demleen ngaral ma.
Il a rempli la caisse de mangues.,Dafa duy kees gi ba mu fees ak màngo.
Ce fut un homme !,Nit lawoon !
Va jusqu'à lui !,Demal ci moom !
L'homme qu'il a amené,Góor gi mu àndi
J'ai vu quelque chose qu'on achète au marché...,Gis naa benn affaire bu ñuy ndugge marché...
Le battoir à linge est lourd pour toi.,Tàpparka gi dafa diis ci yow.
Le miroir est brisé.,Seetu bi toj na.
Ne lui réponds pas !,Bu ko tontu !
Ça fait longtemps que je n'ai pas préparé de poisson à l'étuvée.,Géj naa togg muusalu jén.
Son enfant a la varicelle.,Dooman dafa ŋàppati.
J'ai prêté ma voiture.,Dama able sama woto.
"Ce que tu m'as envoyé jusqu'à maintenant, la plupart sont des objets utiles. Il y a une théière, une machine de chauffage et un récipient.","Li nga ma yónnee ba tey, li ma ci gis ay jëfandikukaay la, baraada la ak mësin pour tàngalukaay ak xellikaay la."
Attends que je verse le lait et que nous mangions !,"Xaaral ma bembaxli soow mi, ñu lekk !"
Il a vomi ce qu'il avait mangé.,Tiisu na li mu lekkoon.
Il a acheté des cordes en sisal.,Ay buumi yoos la jénd.
Ce sont eux et vous qui irez ensemble.,Ñook yeen ay ànd.
"J'ai été, tu as été, il a été...","Dem naa, dem ŋga, dem na..."
"Mais lui n'est pas un enfant qui se laisse porter par le courant des événements. Il a alors trentedeux ans, c'est un homme endurci par deux années d'expérience médicale en Amérique tropicale, il connaît la maladie et la mort, il les a côtoyées chaque jour, dans l'urgence, sans protection.","Waaye mbir yi xawoon nañoo woroo : bi muy def tukki boobu, mu ngi tollu ci fanweeri at ak ňaar, di góor gu dëgër, làmboo ňaari ati paj ca réewu Enjeŋ ya, miin fa feebar ak dee ak ňàkkum kaaraange."
Tu ne sais pas ce que ces propos veulent dire implicitement ; c'est du wolof profond.,"Wax ji, li mu wund, xamuloo ko ; wolof bu xóot la."
"Dans la collection de clichés pris par mon père en Afrique, il y a une photo qui m'émeut particulièrement, parce que c'est celle qu'il a choisi d'agrandir pour en faire un tableau.","Xam naa waroon naa bég ba mu fa àggee... Ci dajaleb fotoom ya, benn a ciy gën a daw sama yaram. Baay ci boppam bëggoon na lool foto boobu ba sax yàkki ko, def ko nataal, wékk."
"Leur terre est fertile, tout ce qu'on y sème germe.","Seen suuf dafa nangu, lu ñu fa ji mu sax."
C'est aujourd'hui qu'on décore les militaires qui étaient allés au Koweit.,Tey lañuy kaala soldaar sa demoon Kowet.
"Les scorpions qui vivaient sous le tapis étaient généralement petits, noirs, probablement inoffensifs.","Ay jiit yu tuuti lañu woon te ñuul, mu leer nu ne amuñu daŋar."
Elle est allée au marché.,Dafa dem marse.
Ça on dirait une place de prière... c'est-à-dire une mosquée. Laquelle dans la réligion islamique il existe une architecture et qu'on utilise pour construire les mosquées. C'est très jolie !,"nii nag mu mel ni benn bërëb jullikaay wala... maanaam jumaa. boo xamantane mooy wone ni ki ci Islaam sax am na benn architercture, boo xamantane, moom la ñuy sukkandi ku tabax jumaa yi, mu rafet lool !"
Mon champ est envahi par la mauvaise herbe car j'étais en voyage.,Sama tool dafa booy ndax dama tukki woon.
Nous sommes de la même lignée paternelle.,Noo bokk genn geño.
Les gosses y furent formidables !,Xale ya mbër lañu fa woon !
Cherche une autre chose !,Seetal lëf leneen !
Les quels moutons qui t'appartiennent ?,Xar yooyu yan ŋga moom ?
C'est à cause des égards que tu as pour tes voisins qu'on t'a choisi.,Yitte ji nga am ci say dëkkandoo moo tax ñu tànn la.
C'est l'homme qui part je crois !,Ma defe góor gii dem la !
C'est unique.,Benn la.
"La parole est comme une balle de fusil, si elle s'échappe, il est trop tard pour la rattraper.","Wax, soxu fetal la, su rëccee, dabu ko wees."
De bon coeur.,Ci xol bu sedd.
Chacun doit connaître le règlement.,Ku nekk war naa xam reegalmaa bi.
Pourquoi jurer ?,Lu waral ngiñ gi ?
Elle veille à sa virginité.,Dafay sàmm ag ndawam.
"Mon père étant absent tout le jour, jusqu'à la nuit, nous avons dû comprendre que l'interdiction ne pouvait qu'être relative.","Waaye ginnaaw da daan gudde ñibbisi ci kër gi, danu jàpp ni tere bi taxu koo am solo."
"Ce que je recevais dans le bateau qui m'entraînait vers cet autre monde, c'était aussi la mémoire. Le présent africain effaçait tout ce qui l'avait précédé.","Ci biir saxaaru-géej gi sama xel a ngi wëndéelu, fu ne mu dem fa. Ma dëkke fàttaliku, nag. Fépp fa ma jotoon a jaar, lépp la ma masoon a dund laata may ñëw Afrig, daldi may songaat. Loolu lan la woonati ?"
Tu as dit Omar ou... ?,Omar nga wax a ?
Prie pour moi afin que j'aie un fils.,Ñaanal ma ma am doom ju góor.
"Il partagera l'amour et l'aventure avec sa femme, à cheval sur les sentiers de montagne.","Te loolu lépp am lu ko ëpp solo, te muy lépp li ñu ànd dund, mook soxnaan. Mu di ko won saa su ne mbëggeel gu mat sëkk, ñu war seen fas, di wër dëkk-dëkkaan yi, lu leen neex def."
Fais attention au trou.,Moytul pax mi.
"Quand il mange, il ne parle pas.","Buy lekk, du wax."
On a réuni toutes les personnes ayant atteint l'âge de la circoncision.,Dajale nañu aat yépp.
"Longtemps après, il me parle de ces choses terribles qu'il fallait affronter, chaque jour, comme si c'était la même séquence qui recommençait : une vieille femme rendue démente par l'urémie, qu'il faut ligoter sur son lit, un homme à qui il enlève un ténia si long qu'il doit l'enrouler autour d'un bâton, une jeune femme qu'il va amputer à cause de la gangrène, une autre qu'on lui amène mourant de variole, le visage gonflé et couvert de blessures.","Loolu topp ko, yàq xolam ba ñu teg ciy ati-at mu koy dundaat saa su ne, di ma ko nettali : ndaw su màgget su feebar bi tàqaleek sagoom, ñu yeew ko cib lal ; kii moom, saan bi mu génne ci biir bi dafa gudd ba mu laxas ko ci bant bu gudd ; tànku janq bu jigéen a ngi nii, fees dell ak i sax te dagg koo fi sës ; am na keneen ku njàmbal sonal, muy sukkuraat, ndeysaan."
Il porte un habit rouge vif.,Yére bu xonq la sol.
C'était quand l'Irak était en guerre avec le Koweit.,Ba Irak di xare ak Kowet la woon.
Il faut prévoir la part d'Omar en faisant le partage de la viande.,Nanga naraale Omar ci yàpp wi.
Partout où il ira la paix descendra là.,Fépp fu mu jëm foofu jàmm dana fa wacc.
"La bosse, ce n'est que de la graisse.","Jégén bi, nékk rekk la."
"Celui-là, je le passe sous silence, je ne parlerai pas de ses affaires.","Kooku, dama koo jéllale, duma wax ay mbiram."
C'est d'autres chevaux que je veux !,Yeneen fas laa bëgg !
"Ce ne sont pas de vraies incisives, c'est une prothèse dentaire.","Du ay reewu dëgg, poose la."
Cela simplement !,Loolu doŋŋ !
"Cet enfant est irritable, il n'arrête pas de pleurer.","Xale bi dafa wex, dafay jooy rekk."
Les légumes sont meilleur marché là-bas.,Foofaa gëna yomb lujum.
Le trou que le renard a creusé.,Kan mi wel wi gas.
"Il démarche des clients, c'est sa profession.","Dafay ràllu, mooy liggéeyam."
Je veux extraire une écharde et je n'ai pas de pinces.,Dama bëgga sekki dég te amuma mungaas.
C'est de la rouille.,Gàkk-gàkku weñ la.
Comment dis t-on ceci en Wolof ?,Naka lanuy waxee lii ci wolof ?
Pour qui es-tu ?,Kan nga faral ?
J'ai vu vache d'Europe.,Gis naa nagu Tugël.
"Si tu le touches, il va rouler.",Soo ko laalee mu bërëngu.
Un musulman ne doit pas être perfide.,Ab jullit du naaféq.
Il réunit aussitôt une armée de mille hommes.,Mu daldi dajale xareb junniy nit.
Les femmes mariées et les jeunes filles viendront,Jéeg yi ak jaŋx yi it dañu ñëw
"Parfois, j'oublie que je ne suis pas au Sénégal.","Yenn saa, damay fàtte ne nekkuma Senegaal."
On prend les habitudes du voisin.,Dëkkandoo day wàlle.
"Quand j'irai à cette école, mes études seront parachevées.","Bu ma demee ca daara jooja, sama njàng dina mottaliku."
Il ne sait pas retenir sa langue.,Dafa rattax-làmmiñ.
Donne-moi deux cornets de farine !,Jox ma ñaari taxañi sunguf !
Mais c'est un fou celui-là !,Moo kooku dib dof !
C'est ça la fonction de la famille.,Loolu mooy gëddu kër.
Je dois faire redorer mon bracelet.,War naa sóoblu sama lam bi.
Ne touche pas la fontanelle !,Bul laal nàmpatal bi !
Une porte et deux fenêtres.,Benn bunt ak ñaari palanteer.
C'est quand je plaçais la calebasse dans le filet à puiser que j'ai remarqué qu'elle était fendue.,Bi may yaam laa nemmeeku ne leket gi dafa xar.
J'ai préparé des tomates farcies.,Tamaate farsi laa togg.
Ne me mêlez pas à vos plaisanteries !,Caaxaan jeex na ; wax ma fu mu dem arrête de plaisanter et dis-moi où il est parti ! Buleen ma boole ci seen caaxaan yi !
"L'homme est parti, je crois !","Góor gi dem na, ma defe !"
Montre-lui les toilettes.,Won ko wanag wi.
"Réjouissons-nous, Jésus est ressuscité.","Nañu bànneexu, Yéesu dekki na."
"Aujourd'hui, c'est le dixième jour.",Tey mooy fukkeelu fan wi.
Il est d'un tempérament bilieux.,Dafa ànd ak xadar.
Il est par-là !,Mi ŋgi foofule !
"Je me suis levé et j'ai secoué mes habits, l'argent est tombé.","Dama jog, yëlbu, xaalis bi wadd."
C'est une enfant éveillée ; elle peut faire des courses toute seule.,Gone gu muus la ; man naa dugg marse moom rekk.
"Danser, ce n'est pas simplement dodeliner du corps ; il y a des règles.","Fecc, du jaayu rekk ; dafa am yoon."
"Je m'étais rendu à la place des soins, au puits de Baye More Ndiaye. Les vaches, nombreuses se ressemblaient. Mais le berger sait distinguer ses brebis.","Demoon na ma cuuruur, teenu Baay Moor Njaay. Nag ya bari, nuróo. Sàmm a mana ràññee."
Je vois la neige pour la première fois.,Maa ngi doog di gis nees.
Ton pagne laisse continuellement entrevoir tes cuisses.,Sa sér baa ngiy péllal rekk.
Laisse ce vaurien !,Bàyyil sàmbaa-bóoy boobu !
Il n'est pas correct de cracher au milieu des gens.,Tëfli ci biir i nit jekkul.
"Beaucoup de jeunes filles, au moment de répondre, diront « Mimosa ! ».","Ñu bari ci janq ji, bu ñuy tontu, suurur lañuy wax."
Il est parti,Mu dem
Noue-le au pan de ton pagne !,Fas ko ci sa lafu sér !
Je chercherai une autre cachette que vous ne connaîtrez pas.,Dinaa wut beneen dencuwaay bu ngeen dul xam.
Il est plus élancé qu'Omar.,Moo gëna njool Omar.
Il y a beaucoup d'interdits.,Tere yi bare nañu.
"Nous ne sommes pas de la même confession, mais nous adorons le même Dieu.","Bokkunu yoon, waaye jenn Yàlla ji lanuy jaamu."
Sa maman nettoya proprement les croûtes de ses pustules.,Yaay ja akkati piccam ya ba ñu set.
J'ai dû le circonvenir pour qu'il m'achète la voiture.,Dama ko mbaraan laata mu may jéndal woto bi.
"Je l'ai saisi au vol, autrement il se brisait.","Dama ko awu, lu ko moy mu toj."
Vends-moi un demi-kilo de pinces de crabes !,Jaay ma liibaru kidd !
Ils ont réconcilié Israël et la Palestine.,Maraale nañu Israyel ak Palestin.
C'est la tempête qui l'a fait tomber.,Ngëléen lee ko daaneel.
Épouse du père.,Yaay ju ndaw.
Je rapporterai le fait à notre chef.,Dinaa àgge mbir mi sunu kilifa.
C'est parce qu'il est borgne qu'il s'est fâché.,"Li muy ab patt, moo tax mu mer."
C'est à cause de la relation qu'il a que personne ne peut s'associer à lui.,Yoodo gi mu am moo tax kenn munta ànd ak moom.
Je m'en tiens à ce qu'il a dit.,"Li mu wax, ci laay yem."
"Des gens que tu m'as présentés, celui que voici me dispose le plus à la confiance.","Nit ñi ŋga ma wàn ñépp, kii laa ci wóolu."
L'âne a mangé le placenta.,Mbaam mi lekk na ànd bi.
Tu as choisi la fille d'une autre femme.,Tann ŋga doomu benn jigéen.
"Le récipient à lait était bouché, et je le débouchai.","Giir gee fattoon, ma ko doon fattarñi."
Est-ce que tu pourrais te pousser un peu ?,Ndax mën nga topp tuuti ?
C'est la même famille.,Benn néeg bi la.
Les enfants sont allés ramasser des pommes-cajou.,Xale yi dañu fori darkase.
Ce qui germe dans le coeur se reflète au visage.,"Lu jebbi ci xol, focci ci jë."
Nous sommes loin l'un de l'autre mais nous nous rendons visite.,"Soreyante nañu, waaye dinañuy demlante."
C'est trois étages au plus.,"Gën-gaa kowe, ñetti etaas la."
"Ça, c'est une idée.","Loolu, xel la."
C'est le cordon qui est cassé.,Takkoon bee dog.
Ton père arrive avec une cravache.,Sa baay a ngiy dikk ak ub yar.
"Tout ce qu'il voit ici, il va le rapporter à sa mère.",Lu mu fi gis dem taali ko yaayam.
"Sans concurrent, rien ne presse.","Ganaar wéete wolandoo, gëse benn tank."
Quel mouton ?,Xar mépp man ?
"Quand bien même la poule descendrait d'un immeuble, c'est en faisant kes ! qu'on la chasserait.","Ganaar, su doon wàcce taaxum kow sax, kes lañu koy dàqe."
Il n'en connaît pas l'utilité.,Xamul njariñ li.
Tu parles de quel mouton ?,Xar moomu man ŋga wax ?
Du moment que tu pars,Bi ŋga dee dem
C'est lui et Omar.,Mook Omar la.
"Je t'ai parlé de mes affaires et dans mon dos, tu divulgues mes secrets.","Ma wax la sama soxla, won la gannaaw, nga di ma weeje."
"Si tu essaies de me tourner en dérision, je te remets à ta place.","Soo may jéema kekkantoo, ma teg la sa palaas."
Il bondit et se heurte au Lion.,"Mu tëb, tuñoomlook Gaynde."
La panthère est dans la cage là-bas.,Mëfër maa nga ca kaaf bale.
Il ment., Dafay duul.
"J'entente qui existe parmi vous, c'est ça qui est votre force.","Bokkoo gi am ci seen biir, mooy seen doole."
"Les sacs du grand dromadaire, on ne les met pas au jeune dromadaire.","Ngaaxi tukkal, kenn du ko perngal mboccor."
Il a des jambes cagneuses.,Tànkam yi dañu nooj.
Vos préparatifs traînent.,Seen defaru bi dafa yéex.
"Aïe, comme c'est douloureux !","Ax, aka metti ?"
Il ne fait pas la différence entre ses ennemis et ses alliés.,Xàjjaatlewul ay noonam ak ay ñoñam.
Tu es jeune !,Xalel ŋga !
Il s'est battu pour avoir son diplôme.,Dafa reyante ba am lijaasaam.
Il s'apprête à aller à Dakar.,Dafay paree dem Ndakaaru.
"Tout le long de la route, il prend des photos du désert, à Zinder, à In Guezzam, dans les montagnes du Hoggar. Il photographie les inscriptions en tamacheq sur les pierres, les campements des nomades, des filles au visage peint en noir, des enfants.","Saa yu ko mënee, mu ngi jël i nataal. Mandiŋ mi ci boppam, nataal na ko. Ak Sendeer. Ak In Gesam. Fàttewul tangori Ogaar yi ak mbindi tamaseg yi ci xeer yi. Baay portale na tamit dalukaayi màngkat yi, gone yeek jigéen ňi ñuulal seen kanam ba mu ñuul kukk."
"Tu lui as jeté du sable, il t'a frappé.","Yaa ko sëllax suuf, mu dóor la."
"Quand on craint les chenilles, on ne sème pas de mil.","Ku ragal sawoor, bul ji dugub."
Il est parti,Dafa dem
"Je suis resté ici, on m'a rapporté ce que tu as fait.","Fii laa toog, ñu xabaar ma li nga def."
Il n'a jamais accepté qu'on se permette de gérer ses affaires.,Mësula nangu ku ko jëxéeru.
Je ne suis pas sujet à la peur.,Amuma tiitukaay.
Tu l'as trahi.,Wor nga ko.
Leurs lions c'est des moutons.,Seni gaynde yi ay xar lañu.
Tu n'as pas autorité ici. Tu n'as pas voix au chapitre ici.,Amuloo fi kàddu.
Il est mou ; tout ce que les enfants lui font faire il le fait.,"Dafa tóoy ; lu ko xale yi defloo, mu def ko."
Ne mets pas ton doigt à la bouche !,Bul sex sa baaraam !
"Une colonne, plutôt un fleuve épais, qui avance lentement, sans s'arrêter, sans se soucier des obstacles, droit devant, chaque fourmi soudée à l'autre, dévorant, brisant tout sur son passage.","Li ma tudde naax, daanaka dexu mellentaan la woon. Yàkkamtiwuñu, de. Ñu ngay dox ndànk, du dara lu leen mën a tee wéy di dem. Bu ci nekk a ngi sës ca moroom ma, ñu topp seen yoon rekk, gumba, tëx. Ñu ngay ŋeeñ it, lu ñu romb rajaxewaale ko."
La teinture prend du temps.,Cuub bi dafay yàgg.
C'est alors que le lion tomba raide mort.,"Ca la gaynde ga ne sànjaŋ daanu, dee."
Il est allé jusqu'au sommet de la montagne.,Dem na ba ca jombaxtalug tangor ba.
C'est l'entrejambe du pantalon qui s'est déchiré.,Xarante tànku tubay bee xottiku.
Je parle des autres moutons !,Xar yenn yooyu laa wax !
Elle voulait garder secrète la grossesse de sa fille.,Dafa bëggoona nëpp-nëppal biiru doom ji.
Qu'est-ce que le chien a à aboyer ?,Lu xaj biy bów ?
Donne-moi l'alêne pour que je perce la ceinture !,"Jox ma ràbbu gi, ma bëtt sentuur gi !"
Le conte est long.,Léeb wi dafa gudd.
Il est le dernier de la classe.,Mooy ndàdde kalaas bi.
"Quand tu lui écriras, tu lui diras par la même occasion qu'Astou a eu un bébé.","Boo koy bind, nga waxaale ko ne Astu am na nenne."
C'est avec raison que tu es parti.,Yaa yey dem.
"Rencontré chaque habitant, mis au monde beaucoup, accompagné d'autres vers la mort.","Ku fay doom-aadama, am na fu mu jaar ak yow ; mooy doktoor biy rewle te du benn du ñaar nit sukkuraat na, mu teewe ko, ñaanal la."
C'est une grande crapule.,Ab saay-saay bu mag la.
"Le couscous, je l'aime avec beaucoup de sauce.","Cere, dama bëgg muy lóor."
S'exiler pour réaliser les rêves de ta mère,Gàddaay dëggal sa géntu yaay
Quelqu'un est parti !,Nit dem na !
"L'homme est parti pour que vous veniez sans que personne, surtout, ne le soupçonne.",Góor gi dem na ndax ŋgeen ñëw te nak kenn bañ leen foog.
L'as-tu jamais entendu rire aux éclats ?,Mës nga dégg mu xàqataay ?
Avec tes oreilles en pagaie !,Ak sa nopp yi ni firgaatu gaal !
Quels moutons avais-tu achetés ?,Xar yii yan ŋga jënd ?
Pouah ! ne lui dis pas où j'habite !,Uf ! bu ko wax fi ma dëkk de !
"Je veux une natte en lanières de cuir, mais cela coûte cher.","Bëgg naa géndël, waaye dafa jafe."
Lave la poêle !,Raxasal pool bi !
"Soudain, il lui vint une solution à l'esprit.",Xelam ne yarr ci pexe.
Un chant désagréable.,Woy wu naqadi.
Advienne que pourra !,"Lu am, Yàllaa !"
Où est le surveillant ?,Ana lam bi ?
"Si tu l'attaches avec du coton filé, il le cassera.","Soo ko yeewee fàlley, mu dog ko."
Que t'a-t-il fait pour que tu le frappes dans le dos ?,Lu mu la def ba nga di ko rëkk ?
Que veux-tu faire ?,Loo bëgg def ?
Partout.,Fu nekk.
Suspends-le hors de la portée des enfants !,Wékk ko fu ko xale yi dul jote !
Je l'atteindrai si je monte sur la table.,Dinaa ko jot su ma yéegee ci taabal bi.
Sa maison est juste attenante à la mienne.,Këram dafa sës rikk ci sama bos.
Il intente un procès à celui qui lui a vendu la voiture.,Dafay layoo ak ki ko jaay woto bi.
"Va à l'endroit où on dépouille les animaux, tu y trouveras une peau.","Demal ca peesu ba, dinga fa am der."
"Le bonnet que tu mesures à ta tête, il n'y sied pas, ne le mesure pas à la tête de ton prochain.","Mbaxana moo natt ci sa bopp, jekku ca, bu ko natt ci sa boppu nawle."
Étale la natte au pied de l'arbre !,Lalal basaŋ gi ca taatu garab ga !
Il y a un cheval qui arrive.,Am na fas wuy dikk.
Un long sommeil.,Nelaw yu yàgg.
"Sauf pour deux brefs congés, il ne reviendra plus en Europe jusqu'à la fin de sa vie active.","Ba ni muy demee alaateret, ñaari yoon la delsi Tugal."
Son commerce est vraiment prospère maintenant.,Njaayam ma woom na kay léegi.
Vas-y afin qu'il vienne et aussi afin qu'il sorte !,Demal ndax mu ñëw ndax it mu génn !
Tu consulteras un voyant avant d'acheter la maison.,Nanga seetlu bala ngay jénd kër gi.
On ne roule pas une plume dans son oreille en présence d'un enfant ; il pourrait en faire de même avec quelque chose qui pourrait le blesser.,Kenn du jurgóotu ci kanamu xale ; mën na laa toppandoo ak lu ko mëna gaañ.
Puisse Dieu faire que tu ne sois pas facilement triste.,Yàlla boo gaawa sëngéem.
Cherche un mouton d'une seule couleur.,Wutal xaru benn melo.
Il a tellement gavé le mouton qu'il en est mort.,Dafa sol xar mi ba mu dee.
Que se passe-t-il au marché ?,Lu xew ca ja ba ?
Ceci le rendra glissant.,Lii dafa koy rattaxal.
C'est le tuyau qui est cassé. L'eau coule depuis ce matin.,Tiwo bee toj. Ndox maa ngiy wal ca suba ba léegi.
Le mouton n'a plus de foin.,Xar mi amatul ngooñ.
C'est un bûcheron.,Lawbe la.
Le nom de famille ?,Naam ?
Fais-toi aider par les enfants pour désherber.,"Na la xale yi jàppale, nga baxaw."
"Les histoires qu'on raconte créent un climat de méfiance, de tension.","Lu nekk ñu koy wax, ñépp tiit, kenn wóolootul kenn."
Trempe-le jusqu'à ce qu'il ait perdu sa saveur !,Xooj ko ba mu sàlli !
Ça coûte vingt-cinq francs.,Juróom lay jar.
Il somnole.,Mu ngiy gam-gami.
Ce n'est personne.,Du kenn.
Il est trop avare.,Dafa nay lool.
Beaucoup de choses sont des pratiques surérogatoires.,Yu bare sunna la.
A plaie n'est pas encore guérie.,Góom bi wéragul.
"Alors, il n'y avait pas de voitures, on allait à pied.","Booba, woto amu fi woon, dañu daan rung."
Je veille sur quoi ?,Ma seetal la lan ?
Tu m'agaces avec ton bavardage incessant.,Lakkal nga ma ak sa wax ju bare.
Je l'ai laissé prendre de l'avance pour épuiser ses forces.,Dama ko yoxal ngir jeexal kàttanam.
Que cela ne se reproduise pas.,Bu mu ñaar.
Tu dois mettre une virgule ici.,Danga wara def xos fii.
Qui ne voyage pas ne sait pas où il fait bon vivre.,Ku dul tukki du xam fu dëkk neexe.
Il s'est dirigé vers le sud.,Tank la jublu.
C'est la brise qui l'a endormi.,Gil gee ko nelawloo.
Ils sont si nombreux que personne n'en sait le nombre.,Dañu bare ba kenn xamul lim bi.
Ce que je vais y rajouter ne sera pas long.,Li ma ciy toftal du bare.
Tous les champs sont noyés sous la pluie.,Tool yépp nuur nañu ci taw bi.
L'arc s'est brisé.,Xala gi damm na.
Les autres mêmes ne sont pas si fameux !,Ñéneen ñi sax demewuñu noonu !
Personne n'est jamais revenu de l'au-delà.,Kenn mësula bàyyikoo aras.
Une mère ne maudit pas son enfant.,Ndey du móolu doomam.
Voilà Omar qui s'en va.,Omar a ngale di dem.
Cherche-moi un caillou pour que j'aiguise le couteau !,"Wutal ma doj, ma daas paaka bi !"
Dis-le d'une autre façon !,Waxe ko neneen !
Sais-tu faire un noeud coulant ?,Mën nga roccantal ?
"Quand il a de la nourriture, il se met à l'écart.","Bu amee ñam, dafay beddeeku."
