french,wolof
Ce sont les enfants qui ont demandé ou les adultes qui ont voulu que tu partes ?,Xale yee ñaan walla mag née bëgg ŋga dem ?
"Sur la photo que j'ai vue, j'y ai vu une jolie maison, et un arbre à la porte de cette maison.","Nataal bii ma gis, gis naa ci ag kër gu rafet, am ag garab ci buntu kër gi."
"Sur cette photo ci, il y a une calebasse. Une calebasse qui semble un peu petit. Elle a à l'intérieur des sucres de couleur très blanche. Au dessous d'elle aussi il y a d'autres morceaux de sucres qui y sont.",Nataal bii de ag leget la. Leget goo xam ne dafa xaw a ñuul tuuti. Am ca biir ay bekku suukar yu weex tàll. Ca suufam tamit am yeneen bekku suukar yu fa nekk.
Où es-tu ?,Àna ŋga ?
Qui ne serait pas allé,Ku demkoonul
Homme et lion ne cohabitent.,Nit ag gaynde duñu dëkkóo.
S'agiter simplement ne suffit à rien résoudre.,Di tel-teli doŋŋ taxul sotal dara.
J'ai été quelqu'un !,Nit laa !
Un ami à moi !,Sama aw xarit !
C'est bon ?,Baax na ?
J'ai vu tous vos amis en question !,Gis naa seeni xarit yooyu yépp !
Ce mouton-ci en entier.,Xar mii mépp.
Arrache ces dents-là !,Wekkil gëñ yii !
Voila que j'ai été,Maa ŋgii demoon
Mes voeux d'anniversaire,Mangui lay ndokkel ci sa bess bu délu si bi
Il veut que l'homme revienne,Bëgg na góor gi dellusi
Quelle partie ?,Fu mu bëgg ?
Mes voeux de noël,Mangui lay ndioukeul ci Noël bi
Parle au sujet de ceux-ci !,Waxal ci ñii !
"Celui là, j'ai vu que c'est un garçon, debout sur une route, portant des pierres et un masque sur le visage. Il lance les pierres contre les gendarmes.","Kii de sennas ngóor la su taxaw si benn tali daldi yor aw xeer, takk masque. Xeer wi mu jëmale ko ca way-takk-der ya."
Je te parle à toi fils de Massar.,Yawum Masaar laa wax.
C'est toi qui aimes la jeune femme,Yaw la ndaw si sopp
Va le voir !,Seeti ka !
Toute cette partie.,Xar woowalé wépp.
L'homme qui parle,Góor gii di wax
"Sur la photo que vous m'avez envoyée, j'y ai vu une jolie porte conçue avec du bois et du verre. Il y a au-dessus de la porte une lumière qui éclaire.","Nataal bii ngeen ma yónnee de, gis naa ci biir nataal bi ab buntu bu rafet ñu liggéeyee ko dénk ak weer. Am na ca kaw bunt ba limiyeer buy leer"
"Alors, ne partez pas","Kon nag dey, buleen dem"
C'est un messager que cherche l'homme.,Ndaw la góor gi di wut.
Voilà qu'il est parti,Ma ngii dem
Mais l'homme cultive,Góor gi di bày
Dis : « woy » !,Nil : wóoy !
Le roi est souverain ici.,Buur bi buur la fii.
Oui par ici !,Waaw ci fii !
"C'est celui-là, celui-là debout !",Kookule la kookule taxaw la !
C'est un homme mûr véritablement !,Mag dëgg là !
Ceux-ci ne partent peut-être pas !,Ñii dañu demul xanaa !
Dans la maison dont parle le Monsieur,Ci kër gi waa ji wax
Combien ça coute ?,Ñaata lay jar ?
C'est l'étudiant.,Moo di jaŋgkat bi.
Lesquels ont fui ?,Yu daw ?
À qui as-tu donné de l'argent ?,Koo jox xaalis ?
C'est celui-là peut-être !,"Soo demee, kookule la !"
La chose est d'un noir obscur.,Lëf ki ñuul na kukk.
Quelle jeune fille s'est égarée ?,Ndaw san a réer ?
"Sur la photo que j'ai, j'ai vu une sorte de chambre. La chambre est conçue avec de la terre d'argile. C'est-à-dire que c'est avec de l'argile qu'on l'a conçue, pas du ciment et en plus au-dessus il y a de l'herbes. Il y a beaucoup d'herbes et la terre a <mask>. La porte a une inscription qui dit qu'elle est faite de zinc. À coté de la porte il y a un genre pilon. Oui, la chambre est belle et bien faite en argile. Peut importe ce qui s'y passe c'est une chambre en argile.","Waaw nataal bi ma jot nag gis naa ne lu mel ne sãri néeg la. Néeg bi nag maanaam suuf gi ban lanu ko defare, maanaam ban lanu ko defaree, du simã ba noppi kaw gi moom am na ñax. Am na ay ñax mu bari ba noppi suuf gi am na yat. Bunt bi nag am na bind boo xam ne nuru na zinc. Ci wetu bunt bi lu mel ne sãri gënn mu ngi ci. Waaw néeg bi, néeg ban la daal. Lu ci mën ti xew néegu ban la daal moom."
La soirée se passe bien.,Ngoon saangi fi rek.
Tu as vu quels amis à toi ?,Gis ŋga sa yan xarit ?
Donne le travail à un autre !,Joxal kenn liggéey bi !
C'est à l'intérieur qu'est entré l'homme.,Ci biir la góor gi dugg.
C'est l'homme qui est parti ou bien ce sont les enfants qui se sont tus ?,Góor gee dem walla xale yee noppi ?
Comprends-tu ?,Dégg nga?
C'est un homme.,Nit la.
L'homme qui est parti,Góor gi dem
Je parle seulement anglais.,Angale rekk laa degg.
L'homme qu'il a amené,Góor gi mu àndi
"Ceci est un four. C'est ce qu'on appelle une cuisinière. Le four, on l'allume et cuisine avec. Après avoir l'allumer, tu dois ensuite y poser la marmite et commencer à cuisiner ce que tu veux.","Waaw lii nii ab ab puur la. Waaw moom lañuy wax cuisinière. Ab puur la dañ koy taal di ci togg, boo ko taalee danga ciy teg cin li rekk togg ci li nga bëgg a togg."
Cet autre qui n'était pas venu.,Keneen ki ñëwulwoon kookee.
Vous êtes des juges en vertu de quel droit ?,Attekat ŋgeen ci ban yoon ?
"Ceci est une théière ; une théière sur la quelle on voit une gazelle et deux arbres. C'est une théière rouge. On utilise la théière pour cuisiner, chauffer de l'eau ou tout autre chose que les gens boivent.","Lii ab baraada la ; baraada boo xamente ne ñu ngi ciy gis genn kéwél ak ñaari garab. Baraada bu xonq la. Baraada nag dañu koy jël di sí togg, di si tàngal ndox walla loo xamente ne nit ñi dañu koy naan."
Je ne te répéterai plus jamais rien.,Waxati ma la koon dara.
Je donne à qui ?,Ma may ñan ?
Tu es qui ?,Ya di kan ?
"Cela est ce qu'on appelle 'La tour la plus haute du Sénégal'. Il s'agît du monument de la Renaissance Africaine. C'est le bâtiment sur lequel les gens ont l'habitude de se rencontrer. Il peut s'agir de ceux qui s'échauffent, de ceux qui font un concert, ou de ceux qui font de la gymnastique. Tout ce monde s'y rencontre. C'est une place publique sur laquelle tout le monde se retrouve. N'importe qui qui a un évènement qui peut s'y faire il peut aller le faire là-bas. De ce fait tout le monde y sera. Il y a des étrangers qui viennent le visiter. Le monument présente un père, une mère et leur fils. Le fils pointe le doigt quelque part. Le père a saisi la mère au niveau du bassin.","Lii na ñuy wax 'la tour la plus haute au Sénégal', mi ngi nekk 'Monument de la Renaissance Africaine'. Mi ngi nekk barab bi ñu bare di daje. Moo xam ñiy tàngal séen yaram, ñiy def i kõseer, moo xam ñiy def simnastig. Ñoom ñépp a fay daje. Palaas publig la boo xam ni bii ñoom ñépp a fay daje. Képp ku am xew-xew boo xam ni bii xaj na fa dangay ñów nga defe ko fa. Bu ko defee ñépp ñëw. Am na ci ñoo xam ni tàggat yaram moo leen fa aandi. Am na ñoo xam ni da ñuy jóge dëkk ak dëkk, ñów di ko wisite si. Monimaŋ bi, ñi ngi ko jëmale pàpp yaay ak doom. Doom jaa ngi joxoñ, baay ji téyee yaay ji ci ndigg li."
L'homme est allé à l'intérieur.,Góor gi dem na ci biir.
Va voir tous les hommes !,Seetil nit ñépp !
"Si tu pars, il vient.","Soo demee, mu ñëw."
"Un autre, tu es.",Keneen ŋga.
"On voit sur la photo beaucoup de personnes sorties sur la route, qui ont sortis leurs mains, les uns qui sont assis et lèvent leurs mains et écrivent, sur la photo, 'La Casamance', qui veut dire la région de Casamance.","Ñu gis ci nataal bi ay nit ñu bari ñu génn ci tali, ñu yékkati seen i loxo, ñenn ñi sukku yékkati seen loxo, ñu bind ci nataal bi 'La Casamance', mooy diiwaanu Kaasamaas."
L'endroit ce n'est pas par-là.,Berëb bi du foofu.
Cet homme qui est un Laobe de Saint-Louis.,Gor gii di Lawbe Ndar.
Il a confié à la femme une valise.,Deŋk na jigéen ji walis.
Aucun cheval ne s'est égaré.,Fas wenn réerul.
S'il veut qu'il entre à l'intérieur !,Na dugg su bëggée ci biir !
L'homme fit : pouah !,Góor gi ni : cam !
Je comprends,Dégg naa
C'est des enfants qui jouent avec leurs jouets. Les enfants sont entrain de jouer avec leurs jouets. C'est des enfants qui jouent.,"Xale yuy fo la, yor seeni fowukaay. Xale yi dañuy fo, yor seeni fowukaay. Ay xale yuy fo la."
"Ceci est un lieu d'habitation qui contient un bahut, avec un miroir et des vivres à l'intérieur.","Lii ab dëkkuwaay la, ab dëkkuwaay am ab bayo ci biir, am ab seetu, am ay nekkukaay ci biir."
"Oui sur cette photo ci aussi, j'y ai vu un bol blanc dans lequel on a mis du 'caakri' avec du raisin au dessus et posé sur le sol. C'est ça que j'y ai vu.","Waaw nataal bii tamit de gis naa ci benn bool bu weex ñu def ci caakiri def rasin ca kaw, teg ko nii ci suuf. Lool daal laa gis."
Aujourd'hui l'homme partira,Tay jii góor gi dana dem
Tu veux quoi ?,Bëgg ŋga lan ?
Appelle les enfants qui n'iront nulle part.,Wool xale yi dul dem fenn.
Tu es quel genre d'étudiant ?,Ya di ban jaŋgkat ?
Un homme tout simplement ne saurait l'effrayer.,Nit doŋŋ tiitëlu ko.
Cet homme-ci et cet homme-là ne sont pas les mêmes.,Waa jii ag waa joojale duñu benn.
Je t'ai vu avec lui !,Gis naa la yaak moom !
Va jusqu'à lui !,Demal ci moom !
Demande s'il est là !,Laajal ndax mi ŋgi fi !
Tu n'es pas aussi modeste que ta mère.,Wayafuloo na sa nday ji.
Je parle de cet enfant là-bas ?,Xale bale laa wax ?
Surtout rentrez chez vous !,Te nag ŋgeen dem ñibbi !
Élève un mouton !,Yaral xar !
Quelle clé s'est égarée ?,Doom ban a réer ?
Sur cette photo je suis en face de quelque chose qui est similaire au poisson séché. Cette chose est bonne dans le riz au haricot vert ; il s'agit bien du poisson séché. Le poisson séché on le met aussi là où on peut le saisir. Les plats comme la 'soupe kanji' ou tous ces autres plats où on peut le manger.,"Aa nataal bii de may jàkkaarloo mel na ni gejje la, gejj. Loo xam ne neex na ci ceebu ñebbe lool, muy gejje moom mii. Gejje itam bare na fanee fun ko mën à jëfandikoo, lu ci mel ne ay suppu kànja loolu yooyu yépp mën nan cee jëfandikoo gejj."
"Ce que tu m'as envoyé jusqu'à maintenant, la plupart sont des objets utiles. Il y a une théière, une machine de chauffage et un récipient.","Li nga ma yónnee ba tey, li ma ci gis ay jëfandikukaay la, baraada la ak mësin pour tàngalukaay ak xellikaay la."
De quelle manière ?,Fan ?
Confie la chose à l'un d'entre eux !,Deŋkël lëf li kenn ki !
Frère de Nafi et Sokkna !,Góor u Nafi ak Soxna !
L'individu devait partir,Waa ji demkoon na
C'est là jusqu'à ce qu'on trouve un autre endroit.,Ci fii la ba ba ñuy gis feneen.
Ce qu'il aurait à faire,Li mu defkoon
"Sur la photo que vous m'avez envoyée, j'ai vu, à l'intérieur, des cases, des plantes prospères et des escaliers qui sont sur le coté.","Nataal bii ngeen ma yónnee de, gis naa ci biir nataal bi, néegu ñax, gàncax gu naat ak yégukaay bu nekk ci kote bi."
Cause tout simplement avec ceux-là !,Waxtaanal ag ñooñu doŋŋ !
C'est moi qui ne pars pas,Maa dul dem
Laisses moi tranquille !,May ma jaam !
"En fait, le monde a changé de nos jours.","Moom daal, léegi addina dafa soppeeku."
Leur lion c'est un mouton.,Seen gaynde gi xar la.
J'ai vu ici une photo sur laquelle il y a un lit. Il est chocolat et a deux portes. Il y a aussi quelque part où on peut s'appuyer. C'est ça que j'y ai vu.,Gis naa fi ab nataal bo xam ne ab lal la. Boo xam ne daa sokolaa am ñaari tànk. Am na wéeruwaay tamit. Loolu laa fi gis.
Et pourtant ils se connaissent.,Te moontin xamante nañu.
"S'il parle, je viens",Su waxee më ñëw
Est-ce que le pays a des richesses ?,Ndax réew mi am na alal ?
Un homme de bien ne ment pas !,Góor dëgg du fen !
Si tu es homme,Soo dee góor
La chose est d'un blanc éclatant.,Lëf ki weex na tàll.
Aies une bonne journée,Yendu ak jàam
Aucun homme ne s'est égaré.,Nit kenn réerul.
"Autres, ils sont.",Ñeneen lañu.
Tes parents et tes amis viendront,Sa xarit yi ag sa mbokk yi danañu ñëw
Pourquoi ?,Lu waral ?
Il a tué une lionne.,Ray na gaynde gu jigéen.
Je n'aurais pas été,Demkoonuma
C'est lui qui avait l'habitude de travailler.,Moo daawoon di liggéey.
Mais ce sont les autres.,Mu di ñeneen ñi.
"Je croyais que tu irais, ce matin, ce jour... !","Defewoon na, daa dem, ci bes bi ci subë si !"
Tu connais cet enfant là-bas ?,Xam ŋga xale bee ?
"J'ai vu celui-là, auparavant.",Gis naa kooku woon.
C'est un autre homme que je veux !,Meneen nit laa bëgg !
"J'ai aperçu une chose, une portion.",Séen naa as lëf.
Confie la chose à l'un d'eux !,Deŋkël lëf li kenn ki !
Je ne le sais pas,Xamu mako
Plaisir de te rencontrer,Am nàa mbekte ci guiss la
"Vers celui que voilà, vers celui-ci, vers celui-là","Ci kii, ci kuu, ci kee"
Nul n'est venu.,Kenn nëwul.
Bonne après-midi,Jamm nga yendoo
"L'homme, le voilà.",Góor gi mi ŋgi.
Donne un à chacun !,Mayal ñépp benn !
Quel mouton en entier ?,Xar mépp man ?
"Sur cette photo, on y voit un morceau de sucre. Un morceau de sucre qui est sec. Il peut aller dans le café, il peut aller dans d'autres et d'autres choses... Il peut aller dans le lait et il peut aller dans tout. On l'a mis dans un bol, un bol en chocolat... On a mis beaucoup de morceaux de sucres dedans.","Nataal bii nag ñu ngi ci gis bekku suukër. Bekku suukër, ëe suukër la ju wow. Ëe moom day dem ci kafe dina dem ci yeneen yeneen... Mën naa dem ci soow ak yépp mën na see dem. Ñooŋ kay def si benn bool, ëe ci benn bool bu sokolaa... Def si bekk suukër yu bëre."
Quels autres chevaux as-tu vu ?,Yeneen fas yan ŋga gis ?
Il est parti ce matin.,Dem na ca subë.
Il a dit à Moussa quelque chose.,Wax na Musa dara.
Est-ce que le pays a des richesses ?,Réew mi am na alal ndax ?
J'irai,Danaa dem
J'ai acheté le mouton.,Jënd ñaa menn xar mi.
Vas t'en !,Deemal waay!
"C'est l'homme qui a dit que c'est celui-là, peut-être !","Góor gee ni kookule la, soo demee !"
Je crois qu'il viendra aujourd'hui !,Defe naa dana ñëw tày !
"Tout ce verbiage, c'est pour que tu ne viennes pas.","Wax ji yépp, bañ-ŋga-ñëw la."
Tu as vu celui-là ?,Gis ŋga kookale ?
L'homme partant,Góor gi di dem
"De toute manière, quelle que soit ta façon d'agir, c'est bien !",Népp noo defe baax na !
C'est Samba ?,Samba la ?
C'est lorsque tu t'en allas.,Ba ŋga demee la.
C'est le lion qui a mangé entièrement celui-là,Gaynde gee lekk moomu mépp
C'est ces livres-là qu'il m'a donnés.,Yee téere la ma jóox.
C'est un homme gentil.,Nit ku baax la.
L'individu respire avec son nez.,Waa ji day noyyee ak bakkan.
Sois homme de vérité !,Dil nitu dëgg !
Mets de l'ordre à l'intérieur seulement !,Defaral ci biir rekk !
"Sur cette photo ci, j'y vois des gendarmes portant des armes et un casque sur la tête. Il y a un homme allongé ici. Ils semblent se diriger vers lui.","Nataal bii maa ngi ciy gis ay takk-der yu yor ay ngànnaay takk ay casque. Am na it góor gu tëdd nii, ñu mel ni ñu jëmsi ci moom."
Où est le maître de maison ?,Ana boroom kër gi ?
"Cela est une photo. Je vois, dessus, deux femmes assises là-bas portant des calebasses en bois. Ce sont des calebasses en bois et des sceaux.",Waaw lii de ab nataal la boog. Maa ngi gis ñaari jigéen yu toog noonu yor ay leget yu dénk. Leget la yu dénk ak ay paan.
Elles sont partis,Dem nañu
J'arrive tout de suite chez toi.,Léegui léegui ma egg sa kër.
Ne partons pas !,Bu ñu dem !
Tu me manques,Namm naa la
C'est que j'ai été,Dama dem
L'homme a tenu aux enfants de bons propos.,Góor gi wax na xale yi wax ju rafet.
Tu iras ?,Daŋga dem ?
C'est lui qui parlait,Moo doon wax
"Aujourd'hui, le matin.","Tay, ci subë."
"Tu ne bavardais pas, en général.",Yaw daawuloo coow.
L'homme qui allait partir,Góor gi doon dem
"La vieille, elle, ne parla plus !","Jigéen ji, moom waxatul !"
L'homme a fait un cadeau à Bathe.,Góor gi may na Bacc.
Qui t'a donné ce livre ?,Ku la may bii téere ?
Il a des moutons.,Am na ay xar.
La réunion c'est à l'intérieur.,Ndaje mi ci biir la.
Tu n'avais rien dit de cela !,Waxuloowoon ca loola dara !
J'ai vu cet homme qui parlait !,Gis naa googii gan gi doon wax !
Aide-les à cause de ceux-là !,Dimëlé leen ŋgir ñooñe !
Cherche autre chose !,Wutël leneen !
J'ai travaillé jusqu'au soir.,Liggéey naa ba ci ŋgoon.
Toi et moi irons ensemble !,Man ak yaw ñooy ànd !
Bonne nuit.,Fanaanal jaam.
Quels moutons t'appartiennent ?,Xar yooyu yan ŋga moom ?
Venez !,Kaayleen !
Voilà que j'ai été pour rien !,Maa ŋgi dem ci dara !
"Je veux que tu viennes, qu'il refuse de partir s'il n'y a pas de soleil !","Bëgg në ŋga ñëw, mu bañ dem su nëjul !"
Les enfants alors se fâchèrent.,"Xale yi, foofu nag, ñu mer."
Tu parles de qui d'autre ?,Keneen kan ŋga wax ?
Je crains de lui avoir donné la clé,Ragal naa joxoon ka doom bi
Vous êtes ceux-là.,Ñooñu ŋgeen.
Qui as-tu vu ?,Koo gis ?
Qu'il ne parte pas,Bu mu dem
Tu parles de quelle maison ?,Boobu néeg ban ŋga wax ?
Je n'avais pas été te le cueillir.,Wattaliwuma la ka woon.
Mais il est parti,Mu dem
Il est parti il y a un instant.,Demna saŋx.
"Alors, il se redressa.","Noonu, mu jog."
J'ai vu ces gens.,Gisoon naa ñooñale nit ñan.
Sois quelqu'un de studieux !,Dil jaŋgkat !
C'est l'homme qui ne t'a pas vu,Góor gi moo la gisul
Moi je n'irai pas,Man demuma
Quels moutons se sont égarés ?,Xar yan ñoo réer ?
Tu aurais conversé avec qui d'autre ?,Waxtaan ŋga ag keneen kookule kan ?
Attends la belle jeune fille.,Négël xale bu rafet bi.
Il m'a vu moi-même que voilà.,Gis na ma man mi.
Nous serions des gens de fortune.,Dañu doonkoon nitu alal.
Cela que tu as fait.,Ni ŋga def noonu.
C'est toi qui avais l'habitude d'aller,Yaa daan dem
Aucun autre n'est parti.,Keneen demul.
L'homme n'apprécie pas votre cuisine du Saloum.,Góor gi soppul seen lekku Saalum yooyu.
"Vous, vous avez été",Yéen dem ŋgeen
Que l'homme parte,Na gor gi dem
C'est ces livres là-bas que j'ai achetés !,Téere yee laa jënd !
Il l'a battu à tel point qu'il est là.,Dóor na ka ba mi ŋgi.
J'ai vu Samba.,Gis naa Samba.
"Cette photo ci est celle d'un couteau. Un couteau pour lequel il y a du bois à côté ainsi que du fer. Ce qui est sur cette photo ci on l'appelle couteau. C'est un vieux couteau de couleur chocolat. Oui, c'est comme ça qu'il est.","Nataal bii de, nataal la boo xam ne ab paaka la, paaka boo xam ne paaka bi am na dénk ca wet ga ak weñ waaw. Nataal bii daal paaka lañ koy wax paaka bi daal beesul te daa chocolat waaw noon la mel."
Alors que tu partais,Bi ŋga dee dem
Quelqu'un peut-il partir ?,Ndax kenn dem ?
Il a donné à la personne quelque chose.,Jox na nit ki dara.
C'est lui qui est parti ?,Moo dem
"Sur la photo que j'ai reçue, il y a une sorte de Palais. Cependant le Palais comprends des gardes du corps qui le garde. En plus, il y a deux lions qui l'entourent. Le Palais ressemble au palais du Sénégal. En plus, il a des feuilles vertes et le bâtiment du palais est complètement blanche.","Nataal bii ma jot dee, Palais lay nuru waaye Palais bi nag am na ay garde corps yoo xam ne ñi ngi koy gardé, ba noppi mu am ñaari gaynde yoo xam ni ñoo ko séq. Palais bi nag paleb Senegaal lay nuru, ba noppi mu am ay xob yu wert ba noppi Palais bi bâtiment bi daa weex tàll."
Parle avec Samba seulement !,Waxal ag Samba rekk !
"Sur la photo, ont voit des personnes qui se révoltent ou qui s'opposent constamment aux gendarmes. C'était en Casamance. Ils ressemblent plus à des jeunes. C'était peut-être pour montrer quelque chose qui leur déplaisait.",Nataal bii ñoo ngi ciy gis ay nit ñuy ñaxtu walla di jàmmaarlook takk-der yi rekk. Caa Kaasamaas la woon. Aw ndaw lañ gën a nurool. Du ñàkk am lu leen metti ñu ko doon ñaxtu.
Il espérait que les gens d'âge n'en seraient pas arrivés là et aussi que les enfants étaient absents.,"Yaakaaroon na ni, mag ñi du ñu ci agg foofu te it xale yi nekkunu fi woon."
"Sur cette photo ci, j'y vois quelqu'un portant le drapeau du Sénégal. Il semble que c'était, cependant, une marche de révolte. Il a coupé ce qui ressemble à une datte, un cocotier rouge, et l'a posé au milieu de la route. Ceux-là ont des vélos, ceux-là marchent avec leurs pieds.","Nataal bii maa ngi ciy gis ku yor raaya Senegaal. Daa mel ni ab nag doxu-ñaxtu la doonoon. Dagg lu mel ne tàndarma, garabu koko bu xonq, teg ko ci digg tali bi. Ñii yore 'velo', ñii dox ak seen tànk."
Tu parles de quel mouton ?,Menn xar man ŋga wax ?
Bonne soirée,Naka ngon si
"Une photo datant d'il y a soixante et neuf ans montre un pain posé qui semble cuit, mais pas très. Car il est différent de celui qui est trop cuit, ou de l'autre qui est juste cuit.","Nataalu juróom benn fukk ak juróom ñeent day wone mburu mu tëdd mel ne mburu mi lakk bi ñor na waaye ñorul lool. Ndax am na wuute genn wàll gi dafa ñor bay bëgg a xëm, geneen wàll gi ñor rekk."
Ce n'est personne.,Du kenn.
Tu es quel étudiant ?,Ya di ban jaŋgkat ?
C'est autre chose.,Dafa di leneen.
Tu reconnais ton amour d'autrefois ?,"Xammee ŋga sa far, woowee woon ?"
Aucune dame ne s'est égarée.,Jenn jigéen réerul.
Dites-leur,Nileen leen
Comment ?,Naka ?
C'est l'homme qui n'était pas le maître de maison !,Góor gi moo dulwoon boroom kër gi !
Les travailleurs c'est toi et moi.,Liggéeykat yi man ag yaw la.
Comment va ta famille ?,Ana waa kër gi ?
Cet homme qui a été,Gor gii dem
Oui,Waaw
"Sur cette photo, j'y vois quelque chose qui ressemble à un banc. Le banc est, cependant, posé sur <mask>. Le banc, on l'a cousu de très jolie manière et elle est confortable.","Nataal bi, maa ngi ciy gis lu mel ni ab bãŋ. Bãŋ bi nag dañ koo teg ci aw xàll, bãŋ bi nag bãŋub ràbb la dañ koo ràbb rafet na lool nag neex a toog."
Il ne se manifestait pas d'habitude.,Daawul di feeñu.
Lequel n'as-tu pas vu ?,Benn ban ŋga gisul ?
Répètes s'il te plaît !,Ndax mën nga ko waxaat su la neexee ?
"Sur cette photo ci, j'y aperçois du beurre ; il s'agit d'un beurre qui semble être congelé et qu'on a posé sur une table. Il y a une chose de couleur blanche sur lequel est posé le beurre. Un couteau est posé dessus et le coupe.","Waaw ëe nataal bii nii maa ngi ciy seetlu bëer ; bëer bu xaw a 'congelé' boo xamente ne dañ koo teg si benn taabal. Am lu nu lal lu weex daldi siy teg bëer bi, teg si paaka bi di ko dagg."
Quelles personnes sont venues ?,Nit ñan ñoo ñëw ?
Je crois qu'il ne viendra pas !,Defe naa du ñëw !
Je veux un peu d'argent de toi,Bëgg naa tuuti xaalis ci yaw
"Cela, jusqu'à ce que ce soit terminé !","Loolu, ba mu sotti !"
L'homme est allé aux champs.,Góor gi dem na ca tool ya.
Celui-ci allait partir,Kii dafa demkoon
"Sur la photo que vous m'avez envoyée, j'ai vu qu'il s'agissait de gendarmes. Des gendarmes qui portent, cependant, des... des boucliers. Des verres conçus pour les protéger. Ils sont faces au peuple s'échangeant contre eux des cailloux et des pierres.","Nataal bi ngeen ma yonnee, gis naa ni ay takk-der la. Takk der yoo xamantane bii nag, jël nañ loo xamantane bii mooy ay,... Ay baar. Ay verre yoo xam ne  dañ kaa defar pour ñu leen di baare, ñu jàkkarlook askan wi di sànnanteek ñoom ay xeer ak ay doj."
Sois un homme de ce pays !,Dil nitu réew mi !
C'est un homme généreux !,Nit ku baax la !
"Oui, un peu","Wau, degg naa tuuti Wolof"
"Malheureusement, les enfants ne veulent pas","Waaye nag, xale yi bëggunu"
Qui as-tu vu ?,Ko gis ?
Me voici... !,Maa ŋgii... !
As-tu passé la nuit en paix ?,Jaama nga fanaan ?
Sorry,Baal ma
"Tu ne bavardais pas, généralement.",Daawuloo woon coow.
Il a tué les lionnes.,Ray na gaynde yu jigéen ya.
Parles-tu Wolof ?,Deg nga Wolof?
Ceux-ci ne sont peut-être pas partis !,Ñii dañu demul xanaa !
Nous n'aurions pas parlé,Waxkoonuñu
Il dit que c'est Fatim.,Mu ni Faatim la.
Où est-il ?,Ana mu ?
C'est moi qui suis en train de partir !,Maa di dem !
Qui est-ce ?,Ku mu ?
Va voir l'homme lui-même !,Demal ça moom góor gi !
Tu as vu quels amis à toi ?,Gis ŋga sa xarit yan ?
Toute la chambre,Néeg bépp
De cet autre qu'on appelle.,Keneen kookule muy woo.
Vois Moussa simplement !,Gisal Musaa doŋŋ !
Je ne parle pas de ces enfants ?,Waxuma yooyale xale ?
J'ai vu l'homme.,Gis naa nit ki.
C'était ceux-là même jusqu'à ce qu'il parte.,Ñawoon la ba bi mu fiy joge.
Je t'ai vu avec lui !,Gis naa la ak moom !
"Vous, vous n'avez pas été",Yéen demuleenwoon
Cause avec cet homme qui est à côté !,Waxtaanal ag nit kookii ci sa wet !
Cet autre-là est un ami à lui.,Keneen kookale xaritam la.
"D'ailleurs, je m'en vais !","Te sax, ma ŋgii dem !"
Certaines personnes ne sont pas encore arrivées.,Nit ñenn ñi yegseeguñu.
L'homme ne te voyait pas,Góor gi daawu la gis
Il a vu les dames.,Gis naa jeeg ji.
"Il est homme, tu es homme","Nit la, nit ŋga"
Va à Saint-Louis pour qu'il puisse venir ou qu'il envoie quelqu'un !,Demal Ndar mu mën ñëw walla mu yonnée !
Le Monsieur !,Góor gi !
Qui n'as-tu pas appelé ?,Koo woowul ?
Je t'aimes,Begg naa la
Seul l'homme n'est pas venu.,Góor gi rekk a ñëwul.
"Oui le parent, je vois que ceci c'est une théière, une très belle théière. Un outil sur la quelle on prépare ce plaisir là qu'on appelle le café. On y a dessiné deux arbres. On y voit encore, au-dessus, deux arbres et une gazelle.","Waaw mbokk mi lii de gis naa ni baraada la, baraada bu taaru. Jumtukaay bu ñuy defare xéewal googu ñu naan café moom la ñu ngi ci diseene ñaari garab ñu ngi wanewaat ca kaw ñaari garab ak benn kéwël."
Toi tu eusses été notre guide.,Yaw doonkoon ŋga suñu njiit.
L'homme ne dit pas qu'il est là !,Góor gi niwul mi ŋgi fi !
Je veux que tu partes et aussi que tu te taises !,Bëgg naa ŋga dem te it ŋga noppi !
"Salut. Sur cette photo, j'y vois des carapaces et des vans qui sont très jolis ainsi que ce qui les accompagnent.","Waaw ñi ngi siyaare bu baax, nataal bi maa ngi ci gis ay ay këll ak layu, ay këll ak layu yu rafet ak ñoom seen."
C'est peut-être Fatim !,Faatim la soo demee !
Ce mouton en entier.,Mi xar mépp.
Fais sortir,Génnéel
J'ai vu un mouton.,Gis naa am xar.
Tu es un mortel tout simplement !,Nit rekk ŋga !
J'avais reconnu cette dame-là !,Xammeewoon naa jigéen joojale !
C'est moi qui n'aurais pas été,Maa demulkoon
Le prétendant n'y est pas roi.,Bumi bi du fi buur.
Thank you,Jai-rruh-jef
J'ai vu celui en question.,Gis naa ki woon.
Celui-ci serait parti,Kii dafa demkoon
C'est d'autres chevaux que je veux !,Fas yéenen la bëgg !
J'ai vu Monsieur Moussa.,Gis naa góor gi Musaa.
J'espère qu'ils vont bien.,Mbaa defuñu dara.
"Sur ces entrefaites, je partis.",Noonu ma dem.
Les gens n'eussent pas été des maîtres.,Nit ñi doonkoonuñu ay kaaŋ.
