nit ñu góor : être humain (lesquels) (mâles) : hommes
gis naa xar mu góor ma : j'ai vu l'ovin mâle (mouton)
ray na gaynde gu jigéen : il a tué une lionne
ray na gaynde yu jigéen ya : il a tué les lionnes
tannal fasu Waalo wu jigéen : choisis une jument du Wâlo
nit ku góor la : c'est un homme
nit ku baax la : c'est un homme généreux
nit ku baax la : c'est quelqu'un de bien
nit ku baaxoon la : c'est un homme qui fut bon
nit ku baaxul la : c'est un homme qui n'est pas bon
nit ku baaxkoon la : c'est un homme qui eût été bon
nit ki baaxkoon la : c'est cet homme qui eût été bon
nit kooka baaxkoon la : c'est cet homme-là qui eût été bon
nit doõõ õga : tu es (un) homme simplement
xaleel rekk õgeen : vous êtes des enfants seulement
mag dëgg là : c'est un homme mûr véritablement
SECTION III : LE SYNTAGME VERBAL
góor gi dem ? : l'homme peut-il partir ?
ndax waa ji génn ? : que la personne sorte ?
maay dem : c'est moi qui vais partir
mu dem ? : peut-il partir ?
ku dem : qui a été
ndax lan am ? : afin qu'il se passe quoi ?
ndax kenn dem ? : quelqu'un peut-il partir ?
noona kooku dem ! : alors celui-ci s'en alla !
góor gii demoon : cet homme qui a été
maa õgii demoon : voila (que) j'ai été...
li mu waxoon la : c'est ce qu'il a dit (qui est vrai)
su góor gi bëggée : si l'homme accepte
bi õga ñëwée la : c'est quand tu es venu
moo demkoon : c'est lui qui serait allé
góor gi demul : l'homme n'a pas été
yaa demulwoon : c'est toi qui n'a pas été
ku demkoonul : qui ne serait pas allé
kooku dem na : celui-là est parti
ñeñeen dem nañu : d'autre sont partis
moom dem na : lui il est parti
góor gi demoon na : l'homme avait été
góor gi demkoon na : l'homme eut été
góor gi dem : l'homme partit
góor gi dem ? : que l'homme parte ?
gor gi dem na : l'homme est parti
góor ñi gisuñu la : les hommes ne t'ont pas vu
na gor gi dem : que l'homme parte
na õga dem : que tu partes
yaa demoon : c'est toi qui es parti
bu mu dem : qu'il ne parte pas
buleen dem : ne partez pas
noona mu dem : alors il partit
"su waxee më ñëw : s'il parle, je viens"
ba õga demee la : c'est lorsque tu t'en allas
bi jigéen ji ñëwée la : c'est lorsque la femme arriva
demkoon naa : je serais parti
deekoon õgeen : vous seriez morts
góor gi deekoon na : l'homme serait mort
waa ji liggéeykoon : l'homme qui eût travaillé
li mu defkoon : ce qu'il eût fait
ndax yaa begkoon : car c'est toi qui eûsses été heureux
ya õgi demkoon doo ka fa fekk : tu aurais été sans l'y trouver
góor gi moo ñëwkóon : c'est l'homme qui serait venu
mi õgiy laaj ndax demkoon õga : il demande si tu aurais été
kaay : viens kaay : est une forme qui n'apparaît dans aucun autre
dem fa : vas-y
seeti ka : va le voir
gisi leen : va les voir
wut leen ci biir : cherche-les à l'intérieur
démal : va
génnal : sors
génnéel : fais sortir
kaayleen : venez
demleen foofu : allez là-bas
nileen ka : dites-lui
nileen leen : dites-leur...
gor gii dem : mais cet homme est parti
gor gii dem : cet homme qui a été
gor gii dem ? : que cet homme parte ?
moo dem : c'est lui qui est parti
maa õgi dem ci dara : voilà que j'ai été pour rien
moo bëgg : c'est lui qui aime
mi õgii dem ba delusi : voilà qu'il a été et qu'il est revenu
fu mu dem ? : où a-t-il été ?
fu mu bëgg ? : où veut-il... (quelle partie ?)
bu ñu dem : qu'il ne parte pas
góor gi bëgg na : l'homme veut
"yéen dem õgeen : vous, vous avez été"
"yéen bëgg õgeen : vous, vous voulez"
góor gi demul : l'homme n'a pas été
góor gi demul : l'homme ne part pas
góor gi bëggul : l'homme ne veut pas
góor gi bëggul : l'homme n'a pas voulu
suñu bëggul : s'ils ne veulent pas
demuma : je n'irai pas
demuma : je n'ai pas été
bëgguma : je ne veux pas
"su góor gi nëwée lépp baax : si l'homme vient, tout ira"
"bu nu demee lépp baax : quand on ira, tout ira"
bi õga demee la : c'est quand tu as été
ba waa ji dee la : c'est à l'époque où mourut cet homme
góor gii demoon : cet homme qui était parti
góor gii bëggóon : cet homme qui aimait
góor gii bëggóon : cet homme qui avait voulu
góor gii bëggóon : cet homme qui voulait
moo demoon : c'est lui qui avait été
yaa õgii demoon fu ñu la tere : voilà que tu as été dans un lieu interdit
fu mu demoon ? : où avait-il été ?
noonu mu demoon foofa : comme il avait ainsi été en ce lieu
su demoon : s'il avait été
bu demulwoon : s'il n'avait pas été
waa ji demulwoon : l'homme n'a pas été
góor gi demkoon : l'homme qui eut été
yaa ñëwkóon : c'est toi qui serais venu
li mu defkoon : ce qu'il aurait à faire
demkoon õga : tu serais parti
waa ji demkoon na : l'individu serait parti (devait partir)
demal ! : va !
demleen : allez
moo doon dem : c'est lui qui allait
moo daan dem : c'est lui qui allait habituellement
maa di dem : c'est moi qui pars (qui dois...)
moo di Lawbe bi : c'est le Laobe
góor gi di bày : (mais) l'homme cultive
góor gi du bày : l'homme ne cultivera pas
góor gi dana dem : l'homme ira
góor gi dana demi ¹ : l'homme ira
maa demul : c'est moi qui n'ai pas été
góor gi moo demul : l'homme n'a pas été
waa jii moo demul : cette personne n'a pas été
yéena dikkulwoon : personne n'était venu
moo demkoonul : c'est lui qui n'eût pas été
man demuma : moi je n'ai pas été
man demuma : moi je n'irai pas
yaa õgi demuloo : toi (que voilà) tu n'as pas été
"góor gaa õgi dikkul : l'homme est là, il ne vint pas"
giskóonuma leen : je ne vous eusse pas vus
yéen demuleenwoon : vous vous n'avez pas été
gisu leen woon : il ne les avait pas vus
gisu leen leen woon : vous ne les aviez pas vus
gisu leen fa kenn : vous n'y aviez vu personne
gisuleen fa woon kenn : tu n'y avais vu personne
demkoonuma : je n'aurais pas été
waxkoonuñu : nous n'aurions pas parlé
giskoonuñu ka : nous ne l'eussions pas vu
gisu la woon : il ne t'avait pas vu
demuma fa woon : je n'y avais pas été
maa di jaõgalékat bi : c'est moi le professeur
loolu di guy : cela (c'est un) baobab
góor gii di wax : l'homme qui parle
waa ji di wax : cette personne qui parle
góor gi di dem : l'homme (partant) qui part
góor gii di dem : cet homme qui part
góor gi di dem : góor giy dem
waa ji doon Lawbe : l'individu était un Laobe
mu doon Lebu Yoff : il était Lebou de Yoff (c'était un Lebou)
moo doon wax : c'est lui qui parlait
ma õgee doon dem : le voilà qui partait
yeena doon dem : c'est vous qui alliez partir
yaa daan dem : c'est toi qui avais l'habitude d'aller
góor gi daan liggéey : l'homme qui travaillait d'habitude
yaa daawoon dem : c'est toi qui avais l'habitude d'aller
kooku daawoon dem : celui-là qui avait l'habitude d'aller
góor gii daawoon dem : l'homme qui avait l'habitude d'aller
su dee dem : alors qu'il sera en train de partir — s'il part
su demee : s'il est parti — une fois là-bas — s'il part
su dee dem : quand il partira — une fois en chemin
bi mu demee : lorsqu'il a été
su dee Lawbe : s'il est Laobe
su dee Lawbe Rao : s'il est Laobe de Rao
su kii dee doomu Birayim : si celui-ci est fils de Birayim...
yaa doonkoon wax : c'est toi qui aurais parlé
yaa doonkoon falu : c'est toi qui eusses été élu
maa dul dem : c'est moi qui ne pars pas
wool góor gi dul dem : appelle l'homme qui ne part pas
wool kee dul dem : appelle celui-là qui ne part pas (ne partira pas)
moo dul Lawbe Bawal : c'est lui qui n'est pas Laobe du Baol
wool xale yi dul dem fenn : appelle les enfants qui n'iront nulle part
su ñëwul dana xam : s'il ne vient pas (eh bien) il verra !
duwoon : qui a valeur d'inactuel et qui peut être combiné avec des
su dulwoon Lawbe : s'il n'était pas Laobe
waa ji moo dulwoon dem : c'est ce personnage qui n'allait pas partir
daawulwoon : a valeur d'inactuel et de fréquentatif négatif.
moo dawulwoon ñëw : c'est lui qui n'avait pas l'habitude de venir
góor gi daawul wax : l'homme ne parlait pas habituellement
danaa dem : j'irai
ñoom danañu wax : eux parleront
góor gi dana dem : l'homme partira
jigéen ñi danañu naõgu : les femmes accepteront
dil nitu dëgg : sois homme de vérité
dil noppi : tais-toi
duma dem : je n'irai pas
góor gi du ñibbi : l'homme ne rentrera pas chez lui
góor gi du tëggu wurus : l'homme n'est pas un orfèvre
doo ñëw ? : tu ne viens pas ? tu ne viendras pas ?
doo nitu jamm : tu n'es pas (un) homme de paix
duõgeen lekk : vous ne mangez pas
duñu lekki : ils ne vont pas manger
du woon góoru Ndar : ce n'était pas un homme de Saint-Louis
du woon dem : il ne serait pas parti
duõgeen woon ñëw : vous ne seriez pas venus
yaw daawuloo coow : tu ne bavardais pas en général
nit ñi daawuñu coow : les gens n'étaient pas habituellement bavards
daawuloo woon coow : tu ne bavardais pas généralement
ñii daawuñu dem : ceux-ci n'allaient pas généralement
góor gi doonkoon na boroom xamxam : l'homme eût été un savant yaw
doonkoon õga suñu njiit : toi tu eusses été notre guide
nit ñi doonkoonuñu ay kaaõ : les gens n'eussent pas été des maîtres
dafa dem : il est parti
"gor gi dafa demul ? : l'homme, il n'est pas parti ?"
ñii dañu demul ? : ceux-ci ne sont pas partis ?
nee dañu demul woon : ceux-là n'ont pas été
kii dafa demkoon : celui-ci serait parti (allait partir)
ñee dañu demulkoon : c'est ceux-là qui n'eussent pas été
dafa di ¹ nitu tay : c'est un homme de son époque
dafa di dem : c'est lui qui part (il doit partir)
dafa doon nitu dëgg : c'est un homme de vérité
dafa doon liggéey : il travaillait
daõga daawul liggéey : tu ne travaillais pas d'habitude
dañu doonkoon nitu alal : nous serions des gens de fortune
maa dem : c'est moi qui ai été
dama dem : c'est que j'ai été (effectivement)
dem naa : j'ai été
maay ou maa di dem : c'est moi qui pars
damay ou dama di dem : moi je partirai
dinaa dem : je partirai
dana di dem : il a l'habitude d'aller
daan na di génn : il avait l'habitude de sortir
daawul di feeñu : il ne se manifestait pas d'habitude
moo daawoon di liggéey : c'est lui qui avait l'habitude de travailler
man : moi
moom : lui
ñun : nous
yéen : vous
ñoom : eux
gis na ma man mi : il m'a vu moi-même (que voilà)
yaw moomu laa wax : je parle de toi-même
ñun ñii lay set : c'est nous-même qu'il cherche
yéen ñan la wax : il parle de vous (qui) (lesquels)
yéen ñépp laa wax : je parle de vous tous
yaw doõõ laa wax : je ne parle que de toi ; je parle de toi seul
yawum Masaar laa wax : je te parle à toi fils de Massar
yaw dem õga : toi tu as été
góor gi waxtaan na ag yaw : l'homme à cause de toi
du moom : ce n'est pas lui
"Samba, yaw, yaa dem : Samba, toi, tu as été"
yaa ka gis moom : c'est toi qui l'as vu lui
"yaa ka gis moom Samba : c'est toi qui l'as vu, lui, Samba"
ma : me
ka : te
leen : vous
leen : les
gis na ma : il m'a vu
waxu la : il ne te parle pas
gis na ma man : il m'a vu moi
"waxu la yaw : il ne te parle pas, à toi"
yaa õgi tawax : te voilà debout ici
ñu õgi toog : nous voilà assis
ma õgii toog : le voilà assis là-bas
mu õgooguu di dem : le voilà là-bas qui s'en va
ñu õgoogee : les voilà là-bas
yaa õgoogule : te voilà là
ñoonu ñu õgii : ceux-là les voilà
man maa õgi : moi me voilà
"góor gi mi õgi : l'homme, le voilà"
"góor gaa õgi : l'homme, le voilà"
kenn a õgi : en voilà un
keneen a õgi : en voilà un autre
ñeneen a õgi : en voilà d'autres
ma õgii dem : me voilà parti
maa dem : c'est moi qui pars
"noonu man më dem : sur ces entrefaites moi, je quittais"
"yaa õgi, dem õga : te voila, tu as été"
waxal góor gi mu dem : dis à l'homme de partir
waxal góor gi mu dem : dis à l'homme qu'il parte
waxal ñeñeen ñu dem : dis à d'autres de partir
mu dem ? : qu'il parte
"noonu ma dem : sur ces entrefaites, je partis"
li ñu wax la : c'est ce que nous avons dit
fi õgeen demkoon la : c'est là que vous seriez allés
bu më dem : que je ne parte pas
bu-l dem : ne pars pas
bu ñu dem : ne partons pas
bu-leen dem : ne partez pas
bu ñu dem : qu'ils ne partent pas
na ma ÷ naa : que je....
na mu : qu'il
na : qu'il
ki : celui
ku : lequel
ku : quiconque
mi : celui
ma : celui
mu : lequel
mu : quiconque
gi : celui
ga : celui
gu : lequel
gu : quiconque
kookii : celui
kooka : celui
kooku : quiconque
kooku : lequel
moomii : celui
mooma : celui
moomu : lequel
moomu : quiconque
googii : celui
googa : celui
googu : lequel
googu : quiconque
kii : celui-ci
kii : lequel
kuu : celui-ci tout près
mee : celui-là
kile : celle-ci ; kule : celle-ci ; male : celle-ci
mii : lequel
mii : celui-là
muu : celle-ci
mile : celui-là
mile : lequel
mule : celle-ci
mule : celle-ci
kookii : celui-ci (près de toi) ; kookuu : celle-ci (près de toi) ;
kookee : celle-ci (passé)
moomile : celui-ci ; moomule : celle-ci ; moomale : celle-ci
nii : ceux-ci ; nuu : ceux-ci (près de toi) ; ñooñee : ceux-là (passé)
yi : celles-ci ; yuu : celles-ci ; joyee : celles-là
ñooñii : celles-ci ; ñooñuu : celles-ci ; ñooñale : celles-là
yooyii : celles-ci ; yooyuu : celles-ci ; yooyale : celles-là
"yooyale deey bëggu leen : ceux-là, il ne les apprécie guère"
"yooyale deey bëggu leen : ceux-là, il ne les apprécie pas"
yan : qui
yan : lequel
ñan : qui
ñan : lequel
gis õga kan : tu as vu qui
ku dem : qui est parti ?
yu daw : lesquels ont fui ?
ndax kan dem ? : afin que parte qui ? ; afin que (qui) parte ?
yan ñoo yeksi ? : lesquels sont arrivés ?
daõga gis kan ? : quel homme as-tu vu ? tu as vu qui ?
jan õga gis? : lequel as-tu vu ?
kenn nëwul : nul n'est venu
keneen demul : aucun autre n'est parti
góor gi gisul meneen : l'homme n'en a pas vu un autre (mouton)
gisul yeneen : il n'en a pas vu d'autres.
képp : le tout
képp : tout
képp : chaque
mépp : le tout
mépp : tout
mépp : chaque
lépp : le tout
lépp : tout
lépp : chaque
wépp : le tout
wépp : tout
wépp : chaque
sépp : le tout
sépp : tout
sépp : chaque
bépp : le tout
bépp : tout
bépp : chaque
gépp : le tout
gépp : tout
gépp : chaque
jépp : le tout
jépp : tout
jépp : chaque
ñépp : tous
ñépp : la totalité
yépp : tous
yépp : la totalité
Ana ndox mi õga duyóon ? : Où est l'eau que tu avais puisée ?
lépp tuuru na : le tout s'est renversé ; lépp jeex na : le tout est
"ñooñu, ñépp dañuy dem : tous ceux-là doivent partir"
benn bi rëcc laay seet : je cherche celui (celui l'un) qui s'est échappé
benn boobule laa la may : c'est celui-là (celui-là l'un) que je te donne
seetal ma ñenn ñuu : surveille-moi ceux-là (les-uns que voilà)
benn ban õga gisul ? : lequel (l'un lequel) n'as-tu pas vu ?
fabal benn bii bépp : prends l'un (en entier)
waxtaan ak kenn kan ? : converser avec lequel ? (l'un lequel ?)
fabal benn boobu bépp : prends celui-là en entier
gis na keneen ki : il a vu l'autre
keneen kookale xaritam la : cet autre-là est un ami à lui
keneen kan moo bëgg dem ? : qui d'autre veut partir ?
"mépp mu rëcc : n'importe lequel, qui s'échappe"
ñépp ñan õga gis ? : lesquels as-tu vus ? (tous) (tous lesquels)
kenn — u nit : un seul homme
ñenn — u nit : certaines gens (quelques-uns parmi les hommes) yenn
kenn ku góor ki : un mâle
keneen ku jigéen : une autre femme
keneen ku jigéen : une autre femelle
menn doon na ñëw : un seul est arrivé
gis naa kooku woon : j'ai vu celui-là (au passé révolu)
gis naa ñooñale woon : j'ai vu ceux-là (au passé révolu)
gis naa ki woon : j'ai vu celui en question (au passé)
gis naa ka woon : j'ai vu celui-là (celui dont il fut question)
kenn ki woon dem na : l'un (dont il fut question) est parti
gis na keneen ki woon : j'ai vu l'autre (dont il fut question)
kooku la : c'est celui-là ; celui-là (c'est)
keneen õga : tu es un autre ; autre (tu es)
ñeñeen lañu : il s'agit d'autres ; autres (ils sont)
menn la : il est unique ; un (il est)
ñooñu õgeen : vous êtes ceux-là
ñeneen lañu : il s'agit d'autres ; autres (ils sont)
ñeneen la : un sens
ñan lañu : qui sont-ils
ñan la : qui sont-ce ; qui est-ce
mu di kii : mais c'est celui-ci
mu doon kookee : mais c'était celui-là
du kenn : ce n'est personne
du keneen ki : ce n'est pas l'autre
ya di kan ? : tu es qui ? (pour qui te prends-tu ?)
mu di ñeneen ñi : mais ce sont les autres.
fi : là où
fi : alors que
fi : dès que
foofa : là
foofa : alors
foofa : à ce moment
fu : ici ?
fu : où
foofu : là
foofu : alors à ce moment
fa : là où (envisagé au passé)
ci : à l'intérieur
ci : dedans
ci : parmi
ci : sur
cu : à l'intérieur
ca : à l'intérieur
ca : à cet endroit-là
ca : sur
li : ce que
li : ce qui
looli : ceci
looli : le fait que
lu : ce que
lu : qu'est-ce qui
loolu : ce fait
la : cela
loola : cela
loola : ce fait-là
fii : ici ; foofii ou file ou foofile : là a cet endroit
fuu : ici ; foofuu ou fule ou foofale : là tout près de toi (alors)
fee : là-bas
foofee : là-bas
foofee : à ce moment-là
fale : à ce moment-là
fale : là-bas
foofale : là-bas
foofale : à ce moment-là
nii : comme ci
nii : ainsi
noonii : comme ça
noonii : ainsi
nile : de cette
nuu : comme ci
noonuu : comme ça
noonuu : ainsi
nule : de cette manière
nee : comme cela
nee : de cette manière-là
noonee : comme cela
nale : de
noonile : de cette manière-ci
noonule : de cette manière-là
noonale : de cette manière-là
lii : ceci ; loolii : ceci ; lile : ceci ; loolule : ce fait
luu : ceci ; looluu : ceci ; lule : ceci ; loolule : ce fait-ci
le : cela là-bas
loolee : cela
lale : cela
lale : là-bas
lale : de fait-là
loolale : ce
fan ?: comment ?
fan : comment
fan ? : de quelle manière ?
fan : de quelle manière
naan ? : de quelle manière ?
naan : de quelle manière
naan ? : comment ?
naan : comment
fan õga jëm ? : où vas-tu ?
nan õga def ? : comment vas-tu ?
fenn : en un lieu
fenn : nulle part
nenn : en aucune manière
nenn : une façon
lenn : une chose
demuloo fenn : tu ne vas nulle part
demuloo feneen : tu ne vas pas ailleurs
demuloo feneen : un autre lieu
defal neneen : agis d'une autre manière
wutël leneen : cherche autre chose
xolal fépp : fouille tout endroit
xolal fépp : fouille en tout lieu
xolal fépp : fouille toute la place
jëlël lépp : prends tout (la totalité)
népp : de toute façon
foofu õga dem fu : là-même où tu as été
foofu õga dem fu : là où tu as été là
fi õga dem foofile : là où tu as été
la õga wax la : ce que tu as dit
la õga wax la : tu as dit cela
li õga wax loolu : ce que tu as dit
li õga wax loolu : tu as dit cela même
ni õga def noonu : cela que tu as fait
ni õga def noonu : cela même que tu as fait
lii lan ? : quoi
lii lan ? : cela quoi ?
foofee fan ? : où ; là-bas où
noonee nan ? : comment ?
noonee nan ? : ainsi comment ?
noonee nan ? : de quelle manière
loolule lépp ? : tout cela
foofule fépp ? : tout cet endroit-là
leneen li : l'autre
leneen li : l'autre partie
lenn lale : l'un là-bas
lenn lale : l'une des parties qui est là-bas
lenn lale : l'une des choses qui est là-bas
lenn lale : l'une des choses là-bas
lepp loolu : tout cela
leneen lan : quel autre ?
leneen lan : laquelle autre ?
leneen lan : quelle autre chose ?
lenn loolule lan : cet autre lequel...
loolu la : voilà ce qu'il est
loolu la : voilà ce qu'il en est
fee la : c'est là-bas
noonu la woon : c'était ainsi
noonu la woon : ainsi fut
loolu woon : cela qui fut
li woon : ce qui fut
li woon : le fait passé
fa woon : cet endroit là
fa woon : cet endroit là fut
na woon : de la manière dont ce fut
lépp loolu woon : tout cela
leneen loolee woon : cet autre fait-là
leneen loolee woon : cet autre chose qui fut
moo di loola : quel démon !
moo di loola : quel être !
dafa di leneen : c'est qu'il s'agit d'autre chose
dafa di leneen : c'est que c'est autre chose
dafa di leneen : c'est autre chose
leneen rekk : autre chose seulement
loolu doõõ : cela seulement
naka : comme dès que
naka : du moment que
gannaaw : derrière
gannaaw : après que
gannaaw : du moment que
gannaaw : après
soobeek : tant que
ba : après que
ba : jusqu'au moment où
bi : lorsque
bi : au moment où
bu : lorsque
bu : quand
su : lorsque
su : si
te : sans que
te : alors que
te : mais
ndax : afin que
ndax : est-ce que
ndax itam : afin aussi
walla : sauf si
ba itam : à moins que
ba itam : ou alors que
ni : que
ndegam : si
kon nag : dans ce cas
kon nag : alors
ci : parmi
ci : dans
ak : avec
ak : en compagnie de
ak : grâce à
balaa : avant que
te : et
te : et aussi
itam : aussi
ag : avec
walla : ou
walla : ou bien
waaye : cependant
wante : toutefois
wante : cependant
wante : mais
te itam : mais aussi
ag itam : et aussi
ag itam : et encore
walla nak : ou alors
walla nak : ou enfin
te et noona nak : alors
te et noona nak : de ce fait
te et noona nak : sur ce
ndeke : mais
ndeke : cependant
ndeke : toutefois
waaye : mais
waaye : cependant
waaye : toutefois
bu : que ne pas
na : que
moontin : et pourtant
moontin : cependant
moontin : quoi qu'il en soit
moontin : en fait
moontin dem naa : et pourtant j'ai été
gaynde gi dawul moontin : le lion n'a pas fui pourtant
moontin xale yi ñëw nañu : et pourtant les enfants sont venus
moontin dey : et pourtant
moontin dey gis naa ka : et pourtant je l'ai vu
moontin nag : en dépit de tout
moontin nag bëgg na dem : et pourtant il veut partir
te moontin xamante nañu : et pourtant ils se connaissent
bon nag : dans ce cas alors
bon nag maa õgi dem : dans ce cas je pars
bonag dey mu ñibbi : dans ce cas qu'il rentre
kon nag : dans ce cas
kon nag : s'il en est ainsi
"kon nag dàwul ! : dans ce cas, fuis !"
kon nag dey : dans ce cas alors
"kon nag dey buleen dem : alors, ne partez pas"
waaye : mais
waaye : cependant
waaye : malheureusement
waaye kenn demul : malheureusement nul n'a été
waaye sax : par contre
waaye sax : d'ailleurs
waaye sax : du reste
waaye sax kenn dafa dul dem : du reste nul n'ira
waaye nag : d'ailleurs
waaye nag : toutefois
waaye nag : malheureusement
waaye nag xale yi bëggunu : malheureusement les enfants ne veulent
waaye de : mais (avec menace)
waaye de ku mu gis õga de : mais celui qu'il voit meurt
wante itam : mais aussi
wante itam : mais non plus
wante itam demuloo : tu n'as pas été non plus
wande it xale yi dañu soxor : mais les enfants sont toute-fois méchants
wande nag : mais
wande nag kenn dégluwu ka : mais nul ne lui a prêté oreille
moom daal ñépp ñibbisi nañu : mais c'est tout le monde qui est rentré
waaw : oui
waaw : alors
waaw : et puis
waaw nak kenn bëggul dem : ainsi donc personne ne veut partir
"waaw, waaw ndax dem na ? : eh bien, est-ce qu'il est parti ?"
moom nag : ainsi
moom nak kenn du wax : ainsi nul ne parle
ba : ainsi
ba góor gi bëggul dem : ainsi l'homme ne veut pas partir
ba nag : de sorte que
ba nag : ainsi donc
ba nag sama yaay fafu la gis : ainsi ma mère n'a pu te voir
te demuloo fenn ? : et tu n'as été nulle part ?
te nag kenn manu fi gis dara : d'ailleurs on ne peut rien y voir
te sax ma õgii dem ! : d'ailleurs je m'en vais !
te kat : et surtout
"te kat na õga ma nég ! : et surtout, attends-moi !"
foofu : là
foofu : alors
foofu : en cet endroit
foofu : en ce moment
foofu góor gi mer : alors l'homme se fâcha
foofu nak : à ce moment
foofu nak : alors
xale yi foofu nag ñu mer : les enfants alors se fâchèrent
noonu : alors
noonu : ainsi
noonu mu jog : alors il se redressa
noonu itam : alors
noonu itam : sur ces entrefaites
"noonu itam ma noppi : sur ces entrefaites, je me tus"
noonu itam ma bañ génn : mais alors je refusai de sortir
dem õga ? : tu as été ?
déedéed ! : non !
xanaa ! : bien sur !
xëyna ! : peut-être ! etc...
Loo gis ci biti : qu'as-tu vu dehors ?
nit : (un) homme
kooy waxal ? : à qui parles-tu ?
buur : (au) roi
Ndar : à Saint-Louis
ki kan la ? : qui est-ce celui-ci ?
jaambur : un quidam
loo bëgg def ? : que veux-tu faire ?
dem : partir
looy ñaan ? : tu pries pour quoi ?
rafet : (pour la) beauté
ku ñëw ? : qui est venu ?
kenn : personne
ku wax ? : qui a parlé ?
kookuu : celui-là
neex na ? : c'est bon ?
cam ! : pouah !
baax na ? : c'est bon ?
ex ! etc... : oh !
ana góor gi ? : où est le Monsieur ?
dem : na : il est parti
xoolal gii garab : regarde cet arbre
guy : la : c'est un boabab
ana boroom kër gi ? : où est le maître de maison ?
kile : la : c'est celui-là
foo jëm ? : où vas-tu ?
ci : biir : à l'intérieur
ana õgoor ? : où est NGor ?
õgoor : dem : (mais) NGor est parti
koo gis ? : qui as-tu vu ?
Musaa : Moussa
loo jënd ? : qu'as-tu acheté ?
mbubb : (un) boubou
ci biir : à l'intérieur
composantes : de l'auxiliaire d-
du góor : ce n'est pas un homme
ana góor gi ? : où est l'homme ?
koo gis ? : qu'as-tu vu ?
ci biir : vers celui-ci
mi õgile : le voici ici
ana kooku : où est celui-là ?
lu muy jooy ? : que pleure-t-il ?
rafet : de (n')être pas belle
doo dem ? : tu ne pars pas ?
dem naa : je pars
nit la : c'est un homme
nit la ci lu wér : c'est vraiment un homme
nit la ku baax : c'est un homme gentil
loo gis ? : qui as-tu vu ?
nit : un homme
nit : ki ñëw : l'homme qui est venu
ko gis ? : qui as-tu vu ?
kooku : celui-là
kooku ci biir : celui-là à l'intérieur
koo wax : de qui parles-tu ?
keneen ki : de l'autre
keneen kookule muy woo : de cet autre qu'on appelle
ca ñoom : vers eux
mi õgi foofule ci biir : il est là à l'intérieur
dem na : ci biir : il est allé à l'intérieur
bëgg na : õga dem : il veut que tu viennes
õgor dem ? : Ngor peut-il partir ?
ku dem ? : qui est parti ?
góor gi dem Rao ? : l'homme peut-il aller à Rao ?
ku bëgg bii téere ? : qui veut ce livre ?
ku la may bii téere ? : qui t'a donné ce livre ?
ku ²÷ dem : qui est parti ?
góor gu ²÷ dem : quel homme est parti ?
moo ²÷ dem : c'est lui qui est parti ?
góor gi ²÷ nit la : l'homme est sain d'esprit
góor gi ²÷ nitu Ndar la : l'homme est un Saint-Louisien
góor gi ²÷ di xel doõõ : cet homme n'est qu'intelligence
berëb yi ²÷ berëb yu yaa lañu : ces lieux sont de vastes étendues
"góor gaa õgi, nitu Ndar la : l'homme le voici, il est Saint-Louisien"
góor gi ²÷ kenn la : l'homme est unique
kooku ²÷ keneen la : celui-là c'est un autre
berëb bi ²÷ du foofu : l'endroit ce n'est pas par-là
"mi õgi, benn la ci ndàyam : le voilà, il est unique en son genre"
ndaje mi ²÷ ci biir la : la réunion c'est à l'intérieur
ndaje mi ²÷ du gannaaw ëlëk ? : la réunion ce n'est pas après-
"yaakaar, nax sa bopp doõõ la : espérer, c'est se nourrir d'illusion"
góor gi ²÷ dem : le Monsieur est parti
mu ²÷ dem : (mais) il est parti
ma ngii ²÷ dem : voilà qu'il est parti
góor ñi ²÷ deekoon nanu : les gens en eussent été morts
maa ²÷ demulkoon : c'est moi qui n'aurais pas été
góor ²÷ demul : (un) homme n'a été (nul n'a été)
góor gi ²÷ demul : l'homme n'a pas été
xar yu ñuul ²÷ dinañu feeñ : les moutons noirs seront retrouvés.
góor gi moo ²÷ demulwoon : c'est l'homme qui n'a pas été
"dem, rafetoon na : avoir été, eût été bon"
sarxe ²÷ baaxkoon na : l'aumône eut été une bonne chose
man ²÷ dem në : moi j'ai été
man mii ²÷ demuma : moi-même je n'ai pas été
kooku ²÷ du nit : celui-là n'est pas sain d'esprit
maa ²÷ demoon : c'est moi qui ai été
më õgile ²÷ demkoon : voilà que j'aurais été
kenn ²÷ demul : nul n'a été
yéen ²÷ dem õgeen : vous avez été
ku ²÷ dem ? : qui a été ?
ñooñii ²÷ dunu demi : ceux-là n'iront pas
— Syntagmes nominalisés : les syntagmes qui peuvent assurer
wóoy ! ²÷ taxul mu yabbi : Aïe ! ne suffit pas pour qu'il lâche
dem naa ²÷ doyunu : « j'ai été » ne nous suffit pas
Formes verbales : elles sont accompagnées de modalités ou de
demkoon ²÷ doon na ma fi war : j'ai failli être dans l'obligation d'y
bëgguma ²÷ du yar : je ne veux pas est une forme impolie
góor ²÷ dem na : un homme est parti
góor ñi ²÷ dem nañu : les hommes sont partis
seen gaynde gi ²÷ xar la : leur lion c'est un mouton
seni gaynde yi ²÷ ay xar lañu : leurs lions c'est des moutons
nit ag gaynde ²÷ duñu dëkkóo : homme et lion ne cohabitent
Liggéeykat yi ²÷ man ag yaw la : les travailleurs c'est toi et moi
liggéeykat yi ²÷ ñun la : les travailleurs c'est nous
