french,wolof
"Celui-là, lui, il refusera !","Kookule, moom, du naŋgu !"
Tu parles de quelle maison ?,Boobu néeg ban ŋga wax ?
Ce n'est pas l'autre.,Du keneen ki.
Tu connais cet enfant-ci ?,Xam ŋga bii xale ?
C'est quelqu'un qui honore l'homme !,Ku teral nit la !
Cet homme a étudié,Nit kii jaŋg na
J'ai été jusqu'à Saint-Louis.,Dem naa ba Ndar.
Vous avez été,Yéen dem ŋgeen
"Certainement, c'est l'homme qui a dit qu'il est là !","Soo demee, góor gee ni mi ŋgi fi !"
C'est son amour d'antan qui survit encore.,Mbëggéelam googee woon a ŋgi fi ba tay.
Sois l'homme de la situation !,Dil nitu nit ñi !
C'est moi qui dois partir,Maa di dem
Sois quelqu'un de studieux !,Dil jaŋgkat !
Vous êtes des hommes tout simplement !,Góor doŋŋ ŋgeen !
Cherche un autre lion !,Seetal gaynde geneen !
Je n'irai pas,Duma dem
Quelqu'un est parti !,Nit dem na !
Donnes le livre à ce fils bien élevé !,Joxal téere bi doomu nit ku yaru kooku !
Ces gens qui sont sortis sont des lutteurs.,Nit ñooñii génn ay mbër lanu.
C'est là seulement !,Kooku doŋŋ la !
"Ainsi donc, personne ne veut partir","Waaw nak, kenn bëggul dem"
L'homme n'est pas un orfèvre.,Góor gi du tëggu wurus.
Tu es parti,Dem ŋga
J'ai vu l'autre qui est venu,Gis naa kenn ki ñëw
Quel ami serais-tu pour eux ?,Ya di seen ban xarit ?
"Malheureusement, les enfants ne veulent pas","Waaye nag, xale yi bëggunu"
Mets de l'ordre à l'intérieur seulement !,Defaral ci biir rekk !
Parle au sujet de ceux-ci !,Waxal ci ñii !
Ce que tu as dit.,La ŋga wax la.
Je crois qu'il ne viendra pas !,"Du ñëw, defe naa !"
L'homme a donné quelque chose à quelqu'un.,Góor gi may na nit dara.
Nul n'a été,Góor demul
Venez !,Kaayleen !
"Eh bien, est-ce qu'il est parti ?","Waaw, waaw ndax dem na ?"
C'est cette ville de Sérère.,Gii dëkku Séeréer la.
Qui est-ce ?,Ku mu ?
Tout le mouton,Xar mépp
Les femmes mariées et les jeunes filles viendront,Jéeg yi ak jaŋx yi it dañu ñëw
J'espère que c'est lui qui a été ?,Mbaa móo dem ?
"Des boeufs que tu vois, celui-là tout près est le meilleur.","Gis ŋga nag yii yépp, woowuu moo ci gën."
As-tu vu ces autres femmes ?,Gis ŋga jigéen ñeneen ñooñu ?
Appelle celui-là qui ne partira pas,Wool kee dul dem
"Cela, jusqu'à ce que ce soit terminé !","Loolu, ba mu sotti !"
Mon salut à tout le monde mais surtout honore de ma part ceux-là que tu rencontras.,Nuyul më ñépp te maarel ma bu baax ñooña ŋga dajeeloon.
Tu ne vas pas ailleurs !,Demuloo feneen !
Surtout pars !,Te ŋga dem kat !
Tu n'y avais vu personne,Gisuleen fa woon kenn
Eux parleront,Ñoom danañu wax
Le voilà tout simplement,Mi ŋgi noonu rekk
Il a vu un messager.,Gis na ndaw.
Celui-là c'est !,Kooku la !
Cela seulement ne suffit pas,Loolu doŋŋ doyul
Afin qu'il se passe quoi ?,Ndax lan am ?
Cet homme n'est qu'intelligence.,Góor gi di xel doŋŋ.
Qu'as-tu acheté ?,Loo jënd ?
C'est d'autres gens que j'ai vus !,Yeneen nit laa gis !
Ngor peut-il partir ?,Ŋgor dem ?
Il a vu la dame.,Gis naa jeeg bi.
Tu parles de ce mouton ?,Xar moomu man ŋga wax ?
L'homme de dire : fuyez !,Góor gi ni : dawleen !
Moi je partirai,Damay dem
Quel cheval veux-tu ?,Woowale fas wan ŋga bëgg ?
Pourquoi ?,Lu tax ?
"Lui, Moussa, est parti","Moom, Musaa, dem na"
"Mais, c'est tout le monde qui est rentré.","Moom daal, ñépp ñibbisi nañu."
Ceux-ci ne sont pas partis ?,Ñii dañu demul ?
Quel démon !,Moo di loola !
Quelqu'un de bien !,Nit ku baax !
"Prête à cet autre qui n'eût pas été, mon ouvrage !","Abalal keneen ki demkoonul ki, sama téeré bi !"
Je veux un peu d'argent de toi,Bëgg naa tuuti xaalis ci yaw
Ta mère dit qu'elle reviendra si tu vas jusqu'au bout.,Sa yay nee dana dellusi soo yeggee.
Il ne se manifestait pas d'habitude.,Daawul di feeñu.
J'ai été et tu as été et lui il a été.,"Dem naa, te dem ŋga, te dem na."
Cause tout simplement avec ceux-là !,Waxtaanal ag ñooñu doŋŋ !
C'est toi qui serais venu,Yaa ñëwkóon
"C'est celui-là, peut-être !",Kookule la soo demee !
Je parle des autres moutons !,Xar yenn yooyu laa wax !
Il a donné à l'enfant et à sa mère leur part.,Jox na doom ji ak yaayam séen wall.
L'homme ne t'a pas vu,Góor gi gisu la
Tu te rappelles son amour ?,Gis ŋga coroom la woon ?
C'est un homme qui fut bon !,Nit ku baaxoon la !
Tu parles de quels gens ?,Nit ñan ŋga wax ?
La femme et l'homme sont de haute taille.,Jigéen ji ag góor gi ñjool lañu.
Tu ne partiras donc pas ?,"Doo dem, xanaa ?"
L'homme souhaite que tu partes et que les enfants restent.,Góor gi bëgg na ŋga dem te xale yi toog.
Que je ne parte pas !,Bu më dem !
"Malheureusement, nul n'a été","Waaye, kenn demul"
Vous ne mangez pas,Duŋgeen lekk
À l'intérieur.,Ci biir.
Tu as vu l'homme ?,Gis ŋga nit ka ?
L'homme eût été un savant.,Góor gi doonkoon na boroom xamxam.
Seul l'homme n'est pas venu.,Góor gi rekk a ñëwul.
Cet homme est Laobe de Saint-Louis.,Gor gii di Lawbe Ndar.
Chez celui qu'il a indiqué.,Ci ki mu wax.
Est-ce que le pays a des richesses ?,Ndax réew mi am na alal ?
Qui as-tu vu ?,Loo gis ?
C'est toi qui avais l'habitude d'aller,Yaa daan dem
C'est un homme âgé de par ses années.,Mag la ndax iy atam.
L'homme soutient que les enfants y eussent été.,Góor gi nee xale yi demkoon nañu fa.
Un homme est parti,Góor dem na
Je veux que tu viennes le matin à cinq heures dans la fraîcheur !,Bëgg në ŋga ñëw ci subë ci juróomi waxtu ci sedd bi !
Tu as vu quels amis à toi ?,Gis ŋga sa xarit yan ?
Vois Moussa simplement !,Gisal Musaa doŋŋ !
Certaines personnes ne sont pas encore arrivées.,Ñenn nit ñi yegseeguñu.
Du moment qu'il part,Bi mu dee dem
L'enfant dit d'entrer !,Xale bi ne ŋgeen dugg !
C'était un homme en vérité !,Nit la woon ci dagg !
Vous n'y aviez vu personne,Gisu leen fa kenn
Un homme de courage n'abonde pas paroles.,Jambaar du bare wax.
Tu es jeune !,Xalel ŋga !
L'homme a été,Góor gi dem
C'est votre bûcheron d'autrefois !,Seen lawbe ba woon la !
Sors !,Génnal !
L'homme avait été,Góor gi demoon na
Peut-il partir ?,Mu dem ?
Qui est-ce celui-ci ?,Ki kan la ?
NGor est parti.,Ŋgoor dem.
Ta mère dit qu'elle viendra ce soir.,Sa yay nee dana ñëw ci ŋgoon.
Je vois les gens.,Gis naa nit ñi.
Mais ce sont les autres.,Mu di ñeneen ñi.
Afin que parte ?,Ndax kan dem ?
Je crois que ce n'est pas celui-ci !,Defe naa du kii !
Y avoir été,Demoon fôfu
L'individu était un Laobe.,Waa ji doon Lawbe.
L'homme qui allait partir,Góor gi doon dem
Vous êtes des juges en vertu de quel droit ?,Attekat ŋgeen ci ban yoon ?
Crie !,Nil : wóoy !
L'homme t'a dit ici il y a un instant de sortir.,"Góor gi nee na la fi saŋx, ŋga dem ci biti."
Le mouton en entier.,Xar mi mépp.
Fais comme tes pairs !,Defal naka sa moroom yi !
Il est par-là !,Mi ŋgi foofule !
Et pourtant ils se connaissent.,Te moontin xamante nañu.
Prends l'un en entier !,Fabal benn bii bépp !
Tu vois cet homme là ?,Gis ŋga nit kee ?
L'homme te voit,Góor gi di la gis
Vas-y !,Dem fa !
"Ceux-ci n'allaient pas, généralement.",Ñii daawuñu dem.
J'ai aperçu une jeune fille.,Séen naa as ndaw.
Homme de courage n'abonde pas paroles.,Jambaar du bare wax.
"Alors, il se redressa.","Noonu, mu jog."
Tu confies à un enfant un travail qui eût été beau.,Deŋk ŋga xalel liggéey bu rafetkon.
L'homme peut-il aller à Rao ?,Góor gi dem Rao ?
L'homme n'a rien mangé avec la main.,Nit ki lekkul dara ak loxoom.
C'était ceux-là même jusqu'à ce qu'il parte.,Ñawoon la ba bi mu fiy joge.
Quel homme s'est égaré ?,Nit kan a réer ?
Fouille toute la place !,Xolal fépp !
Ce sont d'autres.,Ñeneen la.
L'homme a causé avec toi.,Góor gi waxtaan na ag yaw.
L'homme te voyait,Góor gi daan na la gis
L'individu respire avec son nez.,Waa ji day noyyee ak bakkan.
Me voilà à l'extérieur.,Maa ŋgi ci biti.
L'homme qui est venu ?,Góor gi ñëw ?
C'est autre chose.,Dafa di leneen.
Quelle clé s'est égarée ?,Doom ban a réer ?
L'homme ne t'avait pas vu,Góor gi gisu la woon
C'est d'autres gens que j'ai vus !,Nit ñeñeen la gis !
Je t'ai vu avec lui !,Gis naa la ak moom !
"Rien que là, donne deux fois !",Joxeel foofu doŋŋ ñari yoon !
Je parle de ceux-là !,Yenn xar yooyuu laa wax !
J'ai vu l'ovin mâle.,Gis naa xar mu góor ma.
Il n'est de Ardo du Dieri que tu ne connaisses !,Amul benn ardow Jéeri boo xamul !
Qui a été ?,Ku dem ?
J'irai,Danaa dem
Je parle de cet enfant là-bas ?,Xale bale laa wax ?
"L'homme est là, il ne vint pas",Góor gaa ŋgi dikkul
Ce n'était pas un homme de Saint-Louis.,Du woon góoru Ndar.
C'est de l'autre côté qu'habite l'homme ?,Feneen fi la góor gi dëkk ?
Il a vu tous vos amis en question !,Gis na seeni xarit yooyu yépp !
Comment vas-tu ?,Nan ŋga def ?
L'homme qui avait l'habitude d'aller,Góor gii daawoon dem
"Vers celui que voilà, vers celui-ci, vers celui-là","Ci kii, ci kuu, ci kee"
Voilà que j'ai été pour rien !,Maa ŋgi dem ci dara !
"Alors l'homme reconsidéra la chose, reconsidéra l'affaire.","Noona góor gi seet lëf ki, seetat mbir mi."
Agis d'une autre manière !,Defal neneen !
Ta mère promet de revenir si tu vas jusqu'au bout.,Sa yay nee soo yeggee dana dellusi.
Tu as choisi la fille de quelle femme ?,Tann ŋga doomu benn jigéen jan ?
"Par contre, cet homme qui s'exila ne revint pas.",Waaye nit kookii gaddaayoon nag dellusiwul.
Là où tu vas !,Ci foofu ŋga jëm !
Je parle de toi-même.,Yaw moomu laa wax.
Où t'es-tu initié en sciences occultes ?,Foo jaŋge xerëm ?
Oui,Waaw
Chez celui qui est venu et qu'on a reconnu.,Ci ki ñëw ba ñu xammee ka.
J'ai vu l'autre.,Gis na keneen ki woon.
"Dans ce cas, fuis !","Kon nag, dàwul !"
J'ai vu Monsieur Moussa.,Gis naa góor gi Musaa.
L'homme t'avait vu,Góor gi gisóon na la
J'ai aperçu un baobab.,Séen naa ag guy.
Attache tout mouton !,Yeewal bépp xar !
Cet enfant-ci n'est pas venu ?,Bile xale ñëwul ?
Il a été quelqu'un !,Nit la !
Attends la belle jeune fille.,Négël xale bu rafet bi.
Quel cheval veux-tu ?,Yooyale fas wan ŋga bëgg ?
"L'homme qui a été là-bas, où est-il ?","Góor gi dem fee, ana mu ?"
"Là, où il a fait un trou.","Ci biir foofu, mu bënn."
"Il ne te parle pas, à toi !",Waxu la yaw !
Quelle chose s'est égarée ?,Lëf lan a réer ?
C'est vous-même qui étiez là à l'intérieur.,Yéen ñi ci bir foofule lawoon.
Mais cet homme est parti,Gor gii dem
C'est l'homme qui est parti ou bien ce sont les enfants qui se sont tus ?,Góor gee dem walla xale yee noppi ?
Tu es quel genre d'étudiant ?,Ya di ban jaŋgkat ?
Cette personne qui parle,Waa ji di wax
Cela simplement !,Loolu doŋŋ !
J'ai aperçu un mouton.,Séen naa am xar.
Il est venu hier et aujourd'hui.,Ñëw na demb yépp ag tay.
J'ai aperçu des moutons.,Séen naa ay xar.
L'homme a frappé la vache avec un bâton.,Nit ki dóor na nag wi ak bant.
Voilà ce qu'il est.,Loolu la.
Cet homme qui est un Laobe de Saint-Louis.,Gor gii di Lawbe Ndar.
Où vas-tu ?,Foo jëm ?
Tu parles de quel mouton ?,Xar moomu man ŋga wax ?
Que dois-je faire ?,Ma def lan ?
Homme n'est pas mauvais !,Nit bonul !
Celui-là à l'intérieur.,Kooku ci biir.
Le cercle se forme ou je m'en vais !,Géew bi day taxaw walla ma dem !
Ces lieux sont de vastes étendues.,Berëb yi berëb yu yaa lañu.
Il n'a pas encore pris de contacts,Giséegul
Va !,Demal !
Il a vu tous tes amis !,Gis na sa xarit yépp !
Il ne te parle pas.,Waxu la.
"Il veut, lorsque tu iras que lui, il revienne et que l'homme aussi revienne.","Bëgg na soo demee, mu dellusi te góor gi ñëw."
C'est cet autre-là ?,Kookule la ?
S'ils ne veulent pas,Suñu bëggul
Ce mouton n'est pas gras ?,Muu xar duuful ?
Je parle de vous tous !,Yéen ñépp laa wax !
Monte jusqu'ici !,Yéegël ba fii !
C'est un autre récipient que je veux !,Beneen ndab laa bëgg !
Quel homme as-tu vu ?,Daŋga gis kan ?
C'est toi qui aimes la jeune femme,Yaw la ndaw si sopp
Que pleure-t-il ?,Lu muy jooy ?
Voilà ce qu'il en est.,Loolu la.
Il l'a donné à quelqu'un d'autre de très actif.,Jox na ka keneen ku sawar.
Que fais-tu ?,Looy def ?
C'est un homme de vérité.,Dafa doon nitu dëgg.
Je parle de cet enfant-ci ?,Bule xale laa wax ?
Les enfants veulent venir et les adultes souhaitent que vous partiez.,"Xale yi bëgg nañu dikk, te mag ni ñaan nañu ŋgeen dem."
L'homme peut-il partir ?,Gor gi dem ?
Je te parle à toi fils de Massar.,Yawum Masaar laa wax.
Il ne t'avait pas vu,Gisu la woon
Oui par ici !,Waaw ci fii !
"Cet homme-ci, devant nous, et cet homme-là ne sont pas les mêmes.",Waa jii ag waa joojale duñu benn.
C'est une autre épouse que je veux !,Jeneen jabar laa bëgg !
Il viendra que tu veuilles ou non !,Dana ñëw ŋga bañ dem ŋga dem !
Nous sommes partis,Dem nañu
"C'est celui-là, celui-là debout !",Kookule la kookule taxaw la !
Tu connais cet enfant-ci ?,Xam ŋga xale bii ?
Alors il partit,Noona mu dem
De quelle manière ?,Fan ?
Il a vu les dames.,Gis naa jeeg ji.
Homme et lion ne peuvent cohabiter ensemble.,Nit ag gaynde duñu dëkkóo.
Tu as vu ces jeunes gens ?,Gis ŋga xale yooyule ?
J'ai vu cet homme qui parlait !,Gis naa googii gan gi doon wax !
Vous êtes ceux-là.,Ñooñu ŋgeen.
Je lui ai dit de rentrer.,Wax naa ko mu ñibbi.
"J'ai vu tous ces gens, auparavant.",Gisoon naa nit ñooña ñépp.
C'est ton ami !,Sa xarit la !
Il espérait que les gens d'âge n'en seraient pas arrivés là et aussi que les enfants étaient absents.,"Yaakaaroon na ni, mag ñi du ñu ci agg foofu te it xale yi nekkunu fi woon."
Demande s'il est là !,Laajal ndax mi ŋgi fi !
Aucun homme ne s'est égaré.,Kenn nit réerul.
Il a tant parlé que le voilà.,Wax na ba mi ŋgi.
L'homme a peut-être soutenu qu'il est sain d'esprit !,Góor gee ni soo demee nit la !
C'est celui-là à l'intérieur.,Kookule la ci biir.
Est-ce qu'il est parti ?,Ndax dem na ?
C'est lui qui n'avait pas l'habitude de venir,Moo dawulwoon ñëw
Nul n'est venu.,Kenn nëwul.
"Tous ceux-là, dont il fut question, ne sont pas partis",Ñooñu ñépp woon demuñu
Il veut que l'homme revienne,Bëgg na góor gi dellusi
De cet autre qu'on appelle.,Keneen kookule muy woo.
Les travailleurs c'est nous.,Liggéeykat yi ñun la.
C'est leurs dents !,Seni gëñ la !
Comment allez-vous ?,Na ŋgeen def ?
"Jusqu'ici, c'est bon","Ba fi, mu tollu"
Tu iras ?,Daŋga dem ?
Il a été dans un autre bel endroit.,Dem na feneen fu rafet.
Tu parles de la ville de quel Sérère ?,Dëkku Séeréer ban ŋga wax ?
C'est moi le professeur.,Maa di jaŋgalékat bi.
Je veille sur quoi ?,Ma seetal la lan ?
De quelle manière ?,Naka ?
Il a un mouton.,Am na am xar.
Ils partent,Dem nañu
Cherche une autre dame !,Seetal jigéen jeneen !
Il est mal élevé comme un gosse.,Dafa reew na xaleel.
L'homme ira,Góor gi dana dem
"J'ai vu ceux-là, auparavant.",Gis naa ñooñale woon.
Me voici... !,Maa ŋgii... !
"À ceux-ci, ceux-là, à ceux qui sont là-bas","Ñii, ñee, ñooñu"
C'est peut-être un lion !,"Ku dem, gaynde la !"
Les femmes accepteront,Jigéen ñi danañu naŋgu
Il ne s'est pas encore substitué à,Wuutóogul
Chez ceux-ci et ceux-là,Ci ñi ak ca nee
Ce sont les enfants qui ont demandé ou les adultes qui ont voulu que tu partes ?,Xale yee ñaan walla mag née bëgg ŋga dem ?
Appelle l'homme qui n'est pas un Kangame d'ici !,Wool góor gi dul Kajgaamu fii !
L'homme est unique.,Góor gi kenn la.
Où vas-tu ?,Té jëm ?
L'homme demande à tous de partir !,Góor gi nee ñépp dem !
Qui sont-ils ?,Ñan lañu ?
"Les enfants sont arrivés, j'espère ?",Mbaa xale yi yeksi nañu ?
Aucun homme n'est venu.,Menn nit ñëwul.
C'est lui qui est parti,Moo dem
"L'un, dont il fut question, est parti",Kenn ki woon dem na
"L'homme est parti pour que vous veniez sans que personne, surtout, ne le soupçonne.",Góor gi dem na ndax ŋgeen ñëw te nak kenn bañ leen foog.
Tu serais parti,Demkoon ŋga
Tu as vu qui ?,Gis ŋga kan ?
Voilà qu'il est parti,Ma ngii dem
Tu as vu le fils de quelle femme ?,Gisóon ŋga doomu jigéen joojale jan ?
Quelles personnes sont venues ?,Yan nit ñoo ñëw ?
Tu as vu l'homme ?,Gis ŋga nit ki woon ?
Alors celui-ci s'en alla !,Noona kooku dem !
Quelles personnes se sont égarées ?,Nit ñan ñoo réer ?
Tu n'es pas un homme de paix !,Doo nitu jamm !
C'est une autre jeune fille que je veux !,Seneen ndaw laa bëgg !
Voilà que j'aurais été,Më ŋgile demkoon
Où est l'homme dont il parle ?,Ana góor gi mu wax ?
Là-bas jusqu'à ce que vous reveniez !,Ci foofu ba ŋgeen dellusi !
L'homme peut-il partir jusqu'à ce qu'il vienne ?,Góor gi dem ba mu ñëw ?
Il t'a donné le morceau.,Jox na la dagit wi.
Quel être !,Moo di loola !
J'ai aperçu un cheval.,Séen naa aw fas.
Qu'as-tu vu dehors ?,Loo gis ci biti
Tous ceux-là ne sont pas partis,Ñooñu ñépp woon demuñu
Va !,Démal !
Regarde cet arbre !,Xoolal gii garab !
Je parle de cet enfant là-bas ?,Bale xale laa wax ?
Leur lion c'est un mouton.,Seen gaynde gi xar la.
C'est toi ?,Yaw la ?
Fouille tout endroit !,Xolal fépp !
C'est le Laobe.,Moo di Lawbe bi.
Il est là à l'intérieur.,Mi ŋgi foofule ci biir.
C'est moi qui vais partir !,Maa di dem !
C'est ce personnage qui n'allait pas partir,Waa ji moo dulwoon dem
"Le voilà, là.",Ma ŋgoogule foofu.
Est-ce que ?,Ndax
C'est de l'homme que parlent les enfants.,Góor gii la xale yi wax.
« J'ai été » ne nous suffit pas,Dem naa doyunu
En voilà d'autres.,Ñeneen a ŋgi.
C'est qu'il déteste l'impolitesse.,Dafa bañ rewande.
Cet homme dont il était question,Nit kookule woon
L'un des hommes est venu.,Nit kenn ki ñëw na.
Je crois que c'est l'homme !,Yaakaar naa góor gi la !
C'est l'autre je crois !,"Defe naa, keneen kii la !"
"Sur le travail, jusqu'à ce qu'il soit fait !","Liggéey bii, ba mu sotti !"
"Si elle veut, bien sûr !",Su bëggée kañ !
Qu'as-tu vu ?,Koo gis ?
Tout cela ?,Loolule lépp ?
Que veux-tu ?,Loo bëgg ?
C'est à l'intérieur que tu dis ?,Ci biir ŋga wax ?
Ne sois pas aussi impoli que cet individu !,Bul yaréediku niki waa jii !
Aie de la pudeur pour ces femmes !,Rusël ndax jigeen ñi !
Je pars,Dem naa
Rien ne s'est égaré.,Lëf lenn réerul.
C'est lui qui aime,Moo bëgg
Tu veux quoi ?,Bëgg ŋga lan ?
Redresse-le avec un baton !,Jubënti ko ak bant !
"Et surtout, attends-moi !","Te kat, na ŋga ma nég !"
C'est celui-là peut-être !,"Soo demee, kookule la !"
Ils sont partis,Dem nañu
"Vas-y pour qu'il vienne, pour qu'il ne soit plus fâché !","Demal ndax mu ñëw, ndax mu meddi !"
Attends jusqu'à demain !,Negal ba ëlëk !
"Tu as vu, auparavant, l'homme ?",Gis ŋga nit ka ?
L'homme est parti je crois !,Ma defe góor gi dem na !
S'il veut qu'il entre à l'intérieur !,Na dugg su bëggée ci biir !
Dans la maison dont parle le Monsieur,Ci kër gi waa ji wax
Il est parti,Dem na
J'aurais acheté le mouton de quelle autre personne ?,Jënd naa xaru beneen waa jan ?
C'est bon ?,Baax na ?
Il m'a vu moi-même.,Gis na ma man mi.
Lesquels ont fui ?,Yu daw ?
Les gens n'eussent pas été des maîtres.,Nit ñi doonkoonuñu ay kaaŋ.
Cet autre qui est sorti n'est pas encore arrivé !,Keneen kooku génn yeksiwul !
Aucun de tes neveux n'est aussi paresseux que celui-là.,"Sa jarbaat yi, jenn gënu kë ci tayel."
"J'ai été, tu as été, il a été...","Dem naa, dem ŋga, dem na..."
L'homme m'a dit : dehors !,Góor gi nee na ma : ci biti !
Je ne t'aurais rien répété.,Waxati ma la koon dara.
"Vous, vous avez été",Yéen dem ŋgeen
"Tu ne bavardais pas, généralement.",Daawuloo woon coow.
Je connaissais cet individu-là !,Xamoon naa waa joojee !
C'est peut-être Fatim !,"Soo demee, Faatim la !"
"Des boeufs que tu vois dans cette ville, celui le plus gros appartient à ton père Alfa.","Nagi dëkk bii ŋga gis, wa ci ëpp sa baay Alfa moo ka moom."
C'est un autre homme que je veux !,Meneen nit laa bëgg !
C'est quand tu es venu,Bi ŋga ñëwée la
Tu as vu ceux-là lesquels ?,Gis ŋga ñooñale ñan ?
Tu es un mortel tout simplement !,Nit rekk ŋga !
Il a amené à l'homme un mouton chez lui.,Yobul na góor gi xar kërëm.
L'homme ne veut pas,Góor gi bëggul
Quel mouton ?,Xar mii man ?
"C'est à l'intérieur, à l'intérieur même !","Ci biir la, ci biir a biir la !"
L'homme et l'enfant sont partis.,Góor gi ak xale bi génn nañu.
Homme et lion ne cohabitent.,Nit ag gaynde duñu dëkkóo.
Il parle desquelles de vous ?,Yéen ñan la wax ?
L'homme partira,Góor gi dana dem
C'est l'homme qui est venu.,Nit ki ñëw la.
C'est celui-là que je te donne.,Benn boobule laa la may.
"Si l'homme vient, tout ira !",Su góor gi nëwée lépp baax !
Il y est.,Mi ŋgi fi.
Tu ne vas pas dans un autre lieu !,Demuloo feneen !
"Qu'est-ce, qui est la cause ?",Lu tax ?
"Si tu ne veux pas, à l'intérieur !","Soo bëggul, ci biir !"
Quelle partie ?,Fu mu bëgg ?
"Et pourtant, les enfants sont venus","Moontin, xale yi ñëw nañu"
C'est moi qui pars,Maay dem
L'homme qui eut été,Góor gi demkoon
Quelles choses se sont égarées ?,Yëf yan ñoo réer ?
Il travaillait.,Dafa doon liggéey.
Dis à l'homme qu'il parte !,Waxal góor gi mu dem !
C'est bon ?,Neex na ?
"Il est homme, tu es homme","Nit la, nit ŋga"
Un ami à moi !,Sama aw xarit !
Ton père te demande de partir ou de rester à la maison.,Sa baay né ŋga dem mba ŋga nibbisi.
Où vas-tu ?,Fan ŋga jëm?
Celui-ci serait parti,Kii dafa demkoon
Honore tout homme !,Teralal béppu nit !
L'homme ne cultivera pas,Góor gi du bày
Nous sommes partis,Dem nañu
Samba ?,Samba ?
Comment s'appelle l'homme ?,Naka góor gi tudd ?
C'est un homme de chair et d'os et tu es un homme !,Nit la te góor ŋga !
Vous voilà là à l'intérieur !,Yéena ŋgoogule foofu ci biir !
Aminata peut-elle venir ?,Aminta ñëw ?
L'homme n'a pas voulu,Góor gi bëggul
"Qui, est-ce d'autres ?",Keneen kan la ?
"Avoir été, eût été bon !","Dem, rafetoon na !"
Tu n'es pas homme de paix !,Doo nitu jamm !
Prends l'un !,Fabal benn bii bépp !
J'ai prêté le livre à cet homme parti.,Abal naa téere bi góor googule gi dem.
Car c'est toi qui eûsses été heureux.,Ndax yaa begkoon.
C'est un homme gentil.,Nit ku baax la.
"Samba, toi, tu as été","Samba, yaw, yaa dem"
L'individu et son chameau se ressemblent !,Waa ji ag gëléemam gi dañu niróo !
La présence de celui-là même ne justifie pas qu'on vienne,Taxawaayu kooka sax taxul nëw
Góor giy dem,Góor gi di dem
Vers ceux qui sont debout là-bas,Ca ñoom noonule taxaw
Je parle de ces autres individus !,Ñenn nit ñooñii laa wax !
Où est le maître de maison ?,Ana boroom kër gi ?
Tu ne travaillais pas d'habitude.,Daŋga daawul liggéey.
L'homme que l'enfant a appelé,Góor gi xale bi woo
Cherche un autre cheval !,Seetal fas weneen !
Moi j'ai été,Man dem në
Cette femme-ci n'est pas partie.,Jigéen jule demul.
"Je croyais que tu irais, ce matin, ce jour... !","Defewoon na, daa dem, ci bes bi ci subë si !"
Où est l'homme ?,Ana góor gi ?
Il a été,Demoon na
"Un autre, tu es.",Keneen ŋga.
Quels autres chevaux as-tu vu ?,Yeneen fas yan ŋga gis ?
C'est moi qui suis en train de partir !,Maa di dem !
De qui parles-tu ?,Koo wax ?
Où vas-tu ?,Fo jëm ?
L'homme qu'il a amené,Góor gi mu àndi
Mais c'est celui-ci.,Mu di kii.
Allez !,Demleen !
Les enfants qui venaient ne viennent plus.,Xale yooya daan ñëw ñëwëtuñu.
C'est moi qui ai été,Maa demoon
Cet autre endroit où il y avait une fuite.,Feneen fi bëttóon foofu.
Tu es un autre.,Keneen ŋga.
Tu as reconnu sa femme d'autrefois ?,Xammee ŋga jabaram joojuwoon ?
Il l'a battu à telle enseigne qu'il est là.,Dóor na ka ba mi ŋgi.
S'il part,Su dee dem
Celui-ci est à moi mais j'ignore d'où provient cet autre-là.,"Mii maa ka moom, waaye moomule deey, xawma fu mu bokk."
Lesquels sont arrivés ?,Yan ñoo yeksi ?
Converser avec l'un lequel ?,Waxtaan ak kenn kan ?
Je ne le lui donnerai pas.,Duma ka ka jox.
Fais sortir toute vache que tu vois !,Génnéel bépp nag woo gis !
C'est le lion qui a mangé entièrement celui-là,Gaynde gee lekk moomu mépp
D'autre sont partis,Ñeñeen dem nañu
Tu vois ces femmes-là ?,Gis ŋga jigéen ñooñii ?
A Moussa !,Musaa !
Quel autre cheval as-tu vu ?,Weneen fas wan ŋga gis ?
L'homme parti et l'homme décédé ne sont pas les mêmes.,Nit ka dem ag nit kooka dee duñu benn.
Qui est-ce ?,Kan la ?
Tu ne vas nulle part !,Demuloo fenn !
Alors le roi Guelwar s'immobilisa.,"Noona Gelwar bi, buur bi, daldi ni tekk."
"Ce boeuf-là, en totalité.",Nag woowa wépp.
Cet homme est un Laobe de Saint-Louis.,Gor gii di Lawbe Ndar.
Où va-t-il ?,Fu mu jëm ?
Tu reconnais ton amour d'autrefois ?,"Xammee ŋga sa far, woowee woon ?"
Vous parlez de quelle dame ?,Jile jigéen jan ŋgeen wax ?
Il s'agit d'autres.,Ñeñeen lañu.
Toi tu as été,Yaw dem ŋga
"Mets-toi n'importe où, où il fait clair !","Toogal ci fépp, fu leer !"
"De toute manière, quelle que soit ta façon d'agir, c'est bien !",Népp noo defe baax na !
Cherche l'autre.,Seetal beneen bi.
C'est que c'est autre chose.,Dafa di leneen.
Aie assez de sérénité pour conserver ta dignité !,Amal ŋgor ba mën nekk nit !
J'ai vu vache d'Europe.,Gis naa nagu Tugël.
Tu avais reconnu la femme ?,Xammeewoon ŋga jigéen jooju ?
J'ai vu un lion.,Gis naa gaynde.
J'ai vu vaches d'Europe.,Gis naa nagu Tugël.
